,gp_name,n_source_genes,n_non_zero_source_genes,n_target_genes,n_non_zero_target_genes,gp_source_genes,gp_target_genes,gp_source_genes_weights_sign_corrected,gp_target_genes_weights_sign_corrected,gp_source_genes_importances,gp_target_genes_importances
1506,Pyruvic acid_metabolite_enzyme_sensor_GP,30,0,2,0,"['Me2', 'Srr', 'Pdha2', 'Ldhal6b', 'Fahd1', 'Npl', 'Sdsl', 'Me3', 'Scly', 'Pdha1', 'Ldhb', 'Ldhd', 'Me1', 'Mpst', 'Ldha', 'Dld', 'Gpt2', 'Hoga1', 'Agxt', 'Pcx', 'Agxt2', 'Pklr', 'Ldhc', 'Pdhb', 'Sds', 'Pkm', 'Cth', 'Gpt', 'Dlat', 'Tst']","['Slc16a11', 'Slc16a1']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0]","[0.0, 0.0]","[0.0893, 0.0831, 0.0781, 0.0575, 0.0549, 0.0544, 0.0512, 0.0473, 0.0466, 0.0427, 0.0355, 0.0354, 0.0282, 0.0279, 0.0251, 0.0239, 0.0221, 0.0218, 0.0203, 0.0188, 0.0173, 0.0149, 0.014, 0.0107, 0.0103, 0.0087, 0.0082, 0.0061, 0.0034, 0.0008]","[0.0283, 0.0133]"
570,LFNG_ligand_receptor_GP,1,0,1,0,['Lfng'],['Notch3'],[0.0],[0.0],[0.6956],[0.3044]
252,SERPINF1_ligand_receptor_GP,1,0,1,0,['Serpinf1'],['Plxdc2'],[0.0],[0.0],[0.7619],[0.2381]
840,NELL2_ligand_receptor_GP,1,0,1,0,['Nell2'],['Robo3'],[0.0],[0.0],[0.2796],[0.7204]
146,ANXA2_ligand_receptor_GP,1,1,1,0,['Anxa2'],['Robo4'],[0.2126],[0.0],[1.0],[0.0]
819,EFEMP2_ligand_receptor_GP,1,0,1,0,['Efemp2'],['Lingo1'],[-0.0],[0.0],[0.1106],[0.8894]
1259,NLGN3_ligand_targetgenes_GP,1,0,21,2,['Nlgn3'],"['Alas2', 'Ston2', 'Ube2u', 'Treh', 'Scn11a', 'Robo4', 'Pon1', 'Plg', 'Plac1', 'Pla2g3', 'Olfml1', 'Npc1l1', 'Nmur2', 'Krt20', 'Il17b', 'Gast', 'Ecscr', 'Duox1', 'Ddc', 'Ctxn3', 'Bhmt']",[0.0],"[0.3888, 0.0849, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0]",[0.0],"[0.8208, 0.1792, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1386,GDF3_ligand_targetgenes_GP,1,0,37,7,['Gdf3'],"['Hspb1', 'Tdgf1', 'Foxa2', 'Gadd45g', 'Krt8', 'Id3', 'Lin28a', 'Zeb2', 'Tfap2a', 'Sox2', 'Smad7', 'Smad6', 'Runx1', 'Pitx2', 'Pde4d', 'Mecom', 'Lefty1', 'Lef1', 'Klf6', 'Id2', 'Id1', 'Hoxc6', 'Hoxb4', 'Hoxb1', 'Hoxa7', 'Hoxa11', 'Hoxa10', 'Grhl3', 'Gata4', 'Gata3', 'Fgfr2', 'F2rl1', 'Ets2', 'Dlc1', 'Cdx2', 'Cdkn1a', 'Atf3']",[-0.0],"[0.3695, 0.2582, -0.076, 0.0408, 0.008, -0.0037, -0.0023, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0]",[0.0],"[0.4872, 0.3404, 0.1002, 0.0538, 0.0105, 0.0048, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
990,CDH2_ligand_targetgenes_GP,1,0,5,0,['Cdh2'],"['Wnt3a', 'Ccnd1', 'Ctnnd1', 'Mmp9', 'Cdkn1a']",[0.0],"[0.0, -0.0, 0.0, 0.0, -0.0]",[0.5631],"[0.1708, 0.1109, 0.1067, 0.0328, 0.0157]"
1349,IL27_ligand_targetgenes_GP,1,0,27,0,['Il27'],"['Ccnd3', 'Hoxb4', 'Cd40lg', 'Cd86', 'Slamf1', 'Stat3', 'Il2', 'Mapkapk3', 'Muc1', 'Tnfsf13b', 'Il12a', 'Ifng', 'Il18bp', 'Il17a', 'Icam1', 'Lta', 'Ccl2', 'Cxcl9', 'Il21', 'Gzmb', 'Rgs3', 'Lif', 'Osm', 'Itpkc', 'Il10', 'Il24', 'Rorc']",[0.0],"[0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0]",[0.0148],"[0.1269, 0.099, 0.0981, 0.0868, 0.0807, 0.0682, 0.0502, 0.0456, 0.034, 0.0322, 0.0296, 0.0294, 0.0251, 0.021, 0.0206, 0.0204, 0.0188, 0.0183, 0.0181, 0.017, 0.0104, 0.0091, 0.0088, 0.0068, 0.0053, 0.0039, 0.0009]"
