,gp_name,n_source_genes,n_non_zero_source_genes,n_target_genes,n_non_zero_target_genes,gp_source_genes,gp_target_genes,gp_source_genes_weights_sign_corrected,gp_target_genes_weights_sign_corrected,gp_source_genes_importances,gp_target_genes_importances
1435,CDH18_ligand_targetgenes_GP,1,0,264,103,['Cdh18'],"['Ttn', 'Csrp3', 'Unc45b', 'Ankrd1', 'Rrad', 'Tnnc1', 'Tmod1', 'Casq1', 'Synpo2l', 'Ldb3', 'Hrc', 'Lmod1', 'Des', 'Cap2', 'Fbxo32', 'Atp1b1', 'Mef2c', 'Crip2', 'Mylpf', 'Mpped2', 'Dpf3', 'Pcgf5', 'Vamp2', 'Neurl2', 'Angpt1', 'Pkp2', 'Mir124-2hg', 'Sp5', 'Jup', 'Igfbp5', 'Crabp2', 'Tgfb2', 'Gja1', 'Smtnl2', 'Cd9', 'Nkd1', 'Pax3', 'Tnnt3', 'Col2a1', 'Eno3', 'Jsrp1', 'Map2k6', 'Palld', 'Lrp10', 'Ifitm3', 'Ncam1', 'Ctnnd1', 'Smad7', 'Fblim1', 'Nuak2', 'Camk2d', 'Smoc1', 'Id3', 'Nfe2l2', 'Efna4', 'Clic1', 'Pitx2', 'Stk39', 'Serpinh1', 'Fech', 'Yars', 'Cadm1', 'Actg1', 'Cbfa2t3', 'Lsr', 'Hmgb1', 'St3gal5', 'Cirbp', 'Hoxa2', 'Mef2a', 'Ptch1', 'Dsp', 'Rgs3', 'Calm1', 'Slc3a2', 'Ccnd2', 'Plpp1', 'Bnip3', 'Ddah1', 'Spats2l', 'Gnb4', 'Hoxa7', 'Klf7', 'Polr3gl', 'Wisp1', 'Sptb', 'Slc1a3', 'Junb', 'Itsn2', 'Cdh5', 'Cdh3', 'Ccdc85b', 'Pgm1', 'Nt5c2', 'Nr2f2', 'Nr2f1', 'Nkx6-2', 'Meis2', 'Mapk11', 'Hoxb1', 'Hdgf', 'Cdx4', 'Calm2', 'Zic1', 'Zfp91', 'Wnt9a', 'Wnt6', 'Wnt4', 'Wnt3a', 'Wnt10b', 'Wfikkn2', 'Vegfa', 'Ube2e2', 'Tubb4a', 'Tigar', 'Tgfbr3', 'Tgfbr2', 'Tgfb3', 'Sv2b', 'Sult2b1', 'Stat3', 'Spi1', 'Sost', 'Slc7a6', 'Slc7a5', 'Slc44a4', 'Slc2a12', 'Slc16a3', 'Sipa1', 'Sh3bgrl3', 'Sept4', 'Sema4d', 'Sdk2', 'S100a8', 'S100a10', 'Runx1', 'Rara', 'Rabep2', 'Ptprq', 'Ptprn2', 'Ptprj', 'Ptpn6', 'Ptpn14', 'Ptp4a2', 'Ptger1', 'Ppm1a', 'Plxnb2', 'Pld4', 'Pkd1', 'Pdgfc', 'Pde8b', 'Pcdh1', 'Pard3', 'Oxgr1', 'Osr1', 'Olfm2', 'Olah', 'Nrcam', 'Nr1d1', 'Npsr1', 'Nos2', 'Nfib', 'Negr1', 'Nbl1', 'Myh9', 'Muc6', 'Muc1', 'Mst1', 'Msrb3', 'Mrvi1', 'Metrnl', 'Met', 'Mbnl2', 'Mapk12', 'Mall', 'Magi1', 'Lrp5', 'Lrig1', 'Lmod2', 'Lmo1', 'Lgi1', 'Lef1', 'Krt8', 'Krt15', 'Ino80', 'Inha', 'Il21r', 'Il10', 'Igf1', 'Id2', 'Id1', 'Hsd11b2', 'Hoxc6', 'Hoxc4', 'Hoxa9', 'Hoxa11', 'Hoxa10', 'Gria3', 'Grhl3', 'Grap2', 'Gpt2', 'Gpr162', 'Gne', 'Gnaz', 'Gja5', 'Ggt1', 'Gdf15', 'Gata2', 'Gast', 'Fyn', 'Fxyd1', 'Fn1', 'Fli1', 'Fhl2', 'Fgfr1', 'Fgf4', 'Fgf10', 'Fezf2', 'Eya1', 'Etv4', 'Espn', 'Erbb4', 'Erbb2', 'En1', 'Elk3', 'Ehbp1', 'Egln3', 'Egfr', 'Eda', 'Ebf2', 'Dusp5', 'Dlx5', 'Dll4', 'Dkk1', 'Dhrs3', 'Dhcr24', 'Dgkz', 'Dbp', 'Dact2', 'Cyp26a1', 'Cubn', 'Crebbp', 'Cpt1a', 'Col1a1', 'Cdx2', 'Cdon', 'Cdkn1a', 'Cdh11', 'Cdh1', 'Ccnd1', 'Ccbe1', 'Calm3', 'Cald1', 'Btbd17', 'Bmpr2', 'Axin2', 'Asph', 'Arid5b', 'Ar', 'Aqp5', 'Ambn', 'Ahnak', 'Adam11', 'Acacb']",[-0.0],"[0.1379, 0.1339, 0.1257, 0.1248, 0.1214, 0.1172, 0.1036, 0.1002, 0.094, 0.088, 0.0866, 0.0831, 0.0829, 0.0796, 0.0794, 0.0698, 0.0658, 0.0556, 0.0517, 0.048, 0.0473, 0.044, 0.0437, 0.0413, 0.0393, 0.0365, -0.0365, -0.0364, 0.0357, 0.035, -0.0329, 0.0323, -0.0323, 0.0321, 0.0299, -0.0276, -0.0262, 0.0216, 0.0206, 0.0198, 0.016, -0.0159, 0.0155, 0.0153, -0.0148, -0.0142, 0.0141, 0.0132, 0.013, -0.0127, 0.0118, -0.0108, -0.0107, 0.0104, -0.0086, 0.0085, 0.0083, 0.0077, -0.0075, 0.0072, -0.007, -0.0066, -0.0061, 0.006, -0.0052, -0.0047, 0.0044, 0.0043, -0.0043, 0.0042, -0.0037, 0.0035, 0.0028, -0.0025, -0.0024, -0.0018, 0.0014, 0.0014, 0.0012, 0.0009, 0.0005, -0.0005, 0.0004, 0.0003, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, -1e-04, -1e-04, -1e-04, -1e-04, -1e-04, -1e-04, -1e-04, -1e-04, -1e-04, -1e-04, -1e-04, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0]",[0.0],"[0.0486, 0.0472, 0.0443, 0.044, 0.0428, 0.0413, 0.0365, 0.0353, 0.0331, 0.031, 0.0305, 0.0293, 0.0292, 0.028, 0.028, 0.0246, 0.0232, 0.0196, 0.0182, 0.0169, 0.0167, 0.0155, 0.0154, 0.0146, 0.0139, 0.0129, 0.0129, 0.0128, 0.0126, 0.0124, 0.0116, 0.0114, 0.0114, 0.0113, 0.0106, 0.0097, 0.0092, 0.0076, 0.0073, 0.007, 0.0056, 0.0056, 0.0054, 0.0054, 0.0052, 0.005, 0.005, 0.0046, 0.0046, 0.0045, 0.0042, 0.0038, 0.0038, 0.0037, 0.003, 0.003, 0.0029, 0.0027, 0.0026, 0.0025, 0.0025, 0.0023, 0.0021, 0.0021, 0.0018, 0.0016, 0.0015, 0.0015, 0.0015, 0.0015, 0.0013, 0.0012, 0.001, 0.0009, 0.0008, 0.0006, 0.0005, 0.0005, 0.0004, 0.0003, 0.0002, 0.0002, 1e-04, 1e-04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1033,CORT_ligand_targetgenes_GP,1,1,2,2,['Cort'],"['Tgfb1', 'Tnfrsf11b']",[0.4068],"[-0.6866, 0.4208]",[0.2687],"[0.4534, 0.2779]"
1019,RELN_ligand_targetgenes_GP,1,1,1,1,['Reln'],['Fabp7'],[0.1552],[0.6959],[0.1823],[0.8177]
1001,NEGR1_ligand_targetgenes_GP,1,1,0,0,['Negr1'],[],[0.3131],[],[1.0],[]
272,DPP4_ligand_receptor_GP,1,1,1,1,['Dpp4'],['Ada'],[0.8167],[-0.1846],[0.8157],[0.1843]
1313,VGF_ligand_targetgenes_GP,1,0,423,158,['Vgf'],"['Six3', 'Lhx5', 'Foxf1', 'Lhx2', 'Fezf1', 'Hand1', 'Hoxb6', 'Hoxc8', 'Hoxd1', 'Hand2', 'Bmp4', 'Pax6', 'Hoxa7', 'Phlda2', 'Pitx1', 'Hoxa9', 'Hoxc9', 'Cdx2', 'Irs4', 'Gata6', 'Emx2', 'Ina', 'Prdm6', 'Hlx', 'Osr1', 'Hoxb8', 'Hoxa5', 'Hoxd9', 'Hoxb4', 'Gata5', 'Hoxb7', 'Msx2', 'Vstm2b', 'Hoxc6', 'Hoxa10', 'Six6', 'Msx1', 'Nkx6-1', 'Hoxb5', 'Hoxb1', 'Gata4', 'Dkk1', 'Ahnak', 'Pitx2', 'Prrx1', 'Gadd45g', 'Sox21', 'Mapk12', 'Smad7', 'Tbx3', 'Npdc1', 'Hist3h2ba', 'Hoxb2', 'Hoxa1', 'Plagl1', 'Meis1', 'Igf2', 'Lfng', 'Dmrt3', 'Tgfb2', 'Pgf', 'Mapk11', 'Hoxc4', 'Tbx5', 'Sox9', 'Crmp1', 'En1', 'Foxf2', 'Vim', 'Rfx4', 'Podxl', 'Lhx1', 'Crabp2', 'Smad6', 'Fn1', 'Efna1', 'Lpp', 'Krt8', 'Dmrta2', 'Bok', 'Hoxc5', 'Isl1', 'Foxa2', 'Ece1', 'Klf6', 'Sfrp1', 'Ddah1', 'Irx1', 'Slc9a3r1', 'Six1', 'Sp8', 'Unc5b', 'Tpm1', 'Gata3', 'Pax3', 'Slc16a3', 'Sox1', 'Zfp36l2', 'Dnmt3a', 'Lamb1', 'Hoxc10', 'Clic1', 'Eno3', 'Meis2', 'Ldha', 'Irx5', 'Mat2a', 'Gas1', 'Gabarap', 'Gamt', 'Tpm4', 'Nr2f2', 'Lamc1', 'Rbm38', 'Ebf1', 'Flnc', 'Aldoa', 'Id2', 'Adk', 'Id3', 'Gapdh', 'Irx3', 'Sox4', 'Cited2', 'Epha4', 'Tbx20', 'Eif4a1', 'Tbx1', 'Ak2', 'Rtn4', 'Nfe2l2', 'Hs6st2', 'Cirbp', 'Fkbp10', 'Mapk1', 'Slc3a2', 'Fezf2', 'Vcan', 'Tnfrsf1a', 'Sox17', 'Pdlim2', 'Notum', 'Hoxa11', 'Hcfc1r1', 'Evx1', 'Dusp10', 'Dhrs3', 'Dab2', 'Col4a2', 'Wnt7b', 'Tfrc', 'Tfap2a', 'Slc19a1', 'Shh', 'Pou3f2', 'Ntn1', 'Ebf2', 'Arx', 'Zic1', 'Zfpm1', 'Zfp91', 'Wnt11', 'Wnt10b', 'Wnt10a', 'Wnt1', 'Vldlr', 'Vgf', 'Vegfb', 'Vegfa', 'Vasp', 'Vamp2', 'Usp2', 'Uncx', 'Ube2d3', 'Tuba4a', 'Trim47', 'Tpm2', 'Tnfrsf12a', 'Tmem59l', 'Tlx1', 'Thbs1', 'Tgfbr3', 'Tgfbr2', 'Tfap2c', 'Tbx4', 'Tal1', 'Tagln2', 'Synj2', 'Stat3', 'Sstr4', 'Sp9', 'Sox18', 'Slc9a3r2', 'Slc7a5', 'Slc43a1', 'Slc38a2', 'Slc2a1', 'Slc25a37', 'Six2', 'Shox2', 'Sgk1', 'Serpine1', 'Sema3f', 'Sema3b', 'Sema3a', 'Sdk2', 'Sdc1', 'Runx1', 'Rtn2', 'Rspo2', 'Ret', 'Rassf5', 'Rara', 'Ramp2', 'Rac3', 'Ptpru', 'Ptprs', 'Ptpn5', 'Pthlh', 'Pth1r', 'Prss23', 'Prok2', 'Prkch', 'Prkce', 'Prkag2', 'Ppp1r15a', 'Ppm1n', 'Ppm1e', 'Ppargc1a', 'Pou3f1', 'Plxnd1', 'Plxnc1', 'Plau', 'Pla2g6', 'Pfn1', 'Pfkfb3', 'Penk', 'Pdgfb', 'Pde4a', 'Pcdh7', 'Pax9', 'Pax8', 'Pax5', 'Pax1', 'Pank4', 'Osm', 'Olig2', 'Olfm2', 'Odc1', 'Nxph1', 'Ntrk3', 'Ntn4', 'Ntf3', 'Nr3c1', 'Nr2f1', 'Nr1d1', 'Nr0b2', 'Npw', 'Nptx1', 'Notch1', 'Nos3', 'Nos1', 'Nme1', 'Nkx2-6', 'Nkx2-5', 'Nkx2-3', 'Nkx2-1', 'Nfil3', 'Nfib', 'Nfatc1', 'Neurog2', 'Nbl1', 'Nav2', 'Myh9', 'Mtus1', 'Mthfr', 'Mtfp1', 'Msrb3', 'Mrc2', 'Mnx1', 'Mical2', 'Meox2', 'Mecom', 'Mapt', 'Mapkapk3', 'Ltbp3', 'Ltbp1', 'Lrfn5', 'Lmx1a', 'Lgr5', 'Lepr', 'Lef1', 'Lama5', 'Lama3', 'Kremen2', 'Kcnh2', 'Junb', 'Itpka', 'Itgb1', 'Itga5', 'Itga3', 'Irx4', 'Il15ra', 'Id1', 'Icam5', 'Htr1b', 'Hspa1a', 'Hrh3', 'Hoxb9', 'Hoxa2', 'Homer2', 'Hhip', 'Gstp1', 'Grin1', 'Gprc5c', 'Gp1bb', 'Gnas', 'Gdnf', 'Gdf6', 'Gata2', 'Gad2', 'Gad1', 'Gabra1', 'Fxyd1', 'Fst', 'Foxl2', 'Foxl1', 'Foxg1', 'Foxe1', 'Foxd3', 'Foxd2', 'Foxc2', 'Foxc1', 'Foxa1', 'Fos', 'Flt1', 'Fli1', 'Flad1', 'Fgfr3', 'Fgf9', 'Fgf14', 'Fgf11', 'Fev', 'Fasn', 'Fam78a', 'F3', 'Eya4', 'Etv4', 'Ets1', 'Esrra', 'Esrp1', 'Espn', 'Erbb2', 'Epas1', 'Emp3', 'Edn1', 'Dusp7', 'Dusp4', 'Dusp1', 'Duox2', 'Dpf3', 'Dnajc6', 'Dlx2', 'Dll4', 'Dll1', 'Dio3', 'Diaph1', 'Dgat2', 'Ddr1', 'Dchs1', 'Dbx1', 'Dbp', 'Cyr61', 'Cyp27b1', 'Cyp26a1', 'Ctdsp1', 'Csf1', 'Crlf1', 'Comt', 'Comp', 'Col5a1', 'Col4a1', 'Col27a1', 'Col15a1', 'Clec11a', 'Cldn9', 'Cldn7', 'Cldn6', 'Clcf1', 'Chat', 'Celsr3', 'Cebpd', 'Cdkn1a', 'Cdh4', 'Cdh13', 'Cd70', 'Ccnd2', 'Ccnd1', 'Cbln1', 'Cbfa2t3', 'Cav1', 'Calca', 'C1ql2', 'Btg2', 'Bmp7', 'Bin1', 'Bdnf', 'Bcr', 'Barhl2', 'Bag6', 'Axin2', 'Atp1b1', 'Atf3', 'Ar', 'Aqp3', 'Angpt1', 'Alcam', 'Adra1b', 'Adra1a', 'Adora1', 'Adm', 'Adamts3', 'Adam15']",[-0.0],"[-0.1654, -0.133, 0.1236, -0.1225, -0.1197, 0.1107, 0.0958, 0.0919, 0.0918, 0.0867, 0.0862, -0.0849, 0.0827, 0.0826, 0.0823, 0.0822, 0.0809, 0.0767, -0.0758, 0.0739, -0.0735, -0.0723, 0.0712, 0.0698, 0.0686, 0.0643, 0.0629, 0.062, 0.0588, 0.0583, 0.0576, 0.0561, -0.0557, 0.0518, 0.0517, -0.0516, 0.0477, -0.0458, 0.045, 0.045, 0.0443, -0.0432, 0.0428, 0.0427, 0.0415, 0.0376, -0.037, -0.0368, 0.0361, 0.0357, -0.035, -0.0329, 0.0326, 0.0323, 0.0322, 0.0303, 0.0293, -0.0283, -0.0281, 0.0277, 0.0271, -0.0263, 0.026, 0.0251, -0.0235, -0.0234, -0.0215, 0.0208, 0.0206, -0.0206, 0.0202, 0.0195, -0.0191, 0.0178, 0.0177, 0.017, 0.0166, 0.0161, -0.0161, -0.0157, 0.0149, 0.0148, -0.0146, 0.0144, 0.0138, -0.0126, -0.0119, -0.011, 0.0104, -0.0102, -0.0085, 0.0083, 0.0083, 0.008, -0.0079, -0.0074, -0.0073, 0.0071, 0.0071, 0.0067, 0.0067, 0.0057, 0.0056, 0.0053, -0.0051, -0.0051, -0.005, 0.0049, 0.0049, 0.0048, 0.0043, 0.0043, 0.0042, -0.0038, -0.0037, 0.0033, -0.0033, 0.0032, 0.0029, -0.0027, -0.0027, 0.0025, -0.0025, -0.0024, -0.0021, 0.0017, -0.0015, -0.0013, -0.0013, 0.001, 0.0007, 0.0005, 0.0004, 0.0003, -0.0003, -0.0002, -0.0002, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, -1e-04, -1e-04, -1e-04, -1e-04, -1e-04, -1e-04, -1e-04, -1e-04, -1e-04, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0]",[0.0],"[0.0363, 0.0292, 0.0271, 0.0269, 0.0263, 0.0243, 0.021, 0.0202, 0.0201, 0.019, 0.0189, 0.0186, 0.0182, 0.0181, 0.0181, 0.018, 0.0178, 0.0168, 0.0166, 0.0162, 0.0161, 0.0159, 0.0156, 0.0153, 0.015, 0.0141, 0.0138, 0.0136, 0.0129, 0.0128, 0.0126, 0.0123, 0.0122, 0.0114, 0.0113, 0.0113, 0.0105, 0.0101, 0.0099, 0.0099, 0.0097, 0.0095, 0.0094, 0.0094, 0.0091, 0.0083, 0.0081, 0.0081, 0.0079, 0.0078, 0.0077, 0.0072, 0.0072, 0.0071, 0.0071, 0.0066, 0.0064, 0.0062, 0.0062, 0.0061, 0.0059, 0.0058, 0.0057, 0.0055, 0.0052, 0.0051, 0.0047, 0.0046, 0.0045, 0.0045, 0.0044, 0.0043, 0.0042, 0.0039, 0.0039, 0.0037, 0.0036, 0.0035, 0.0035, 0.0034, 0.0033, 0.0033, 0.0032, 0.0032, 0.003, 0.0028, 0.0026, 0.0024, 0.0023, 0.0022, 0.0019, 0.0018, 0.0018, 0.0017, 0.0017, 0.0016, 0.0016, 0.0016, 0.0016, 0.0015, 0.0015, 0.0013, 0.0012, 0.0012, 0.0011, 0.0011, 0.0011, 0.0011, 0.0011, 0.0011, 0.001, 0.001, 0.0009, 0.0008, 0.0008, 0.0007, 0.0007, 0.0007, 0.0006, 0.0006, 0.0006, 0.0005, 0.0005, 0.0005, 0.0005, 0.0004, 0.0003, 0.0003, 0.0003, 0.0002, 0.0002, 1e-04, 1e-04, 1e-04, 1e-04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
108,EREG_ligand_receptor_GP,1,1,2,2,['Ereg'],"['Erbb4', 'Erbb2']",[0.022],"[0.3778, 0.3209]",[0.0305],"[0.5242, 0.4453]"
585,CLDN14_ligand_receptor_GP,1,1,1,1,['Cldn14'],['Cldn16'],[0.5024],[0.2794],[0.6426],[0.3574]
69,NPY_ligand_receptor_GP,1,1,1,1,['Npy'],['Gpr83'],[0.2151],[0.3545],[0.3777],[0.6223]
389,COMP_ligand_receptor_GP,1,1,1,1,['Comp'],['Ltbp1'],[-0.0598],[0.584],[0.0929],[0.9071]
641,SFRP5_ligand_receptor_GP,1,1,1,1,['Sfrp5'],['Wnt6'],[0.7094],[-0.0372],[0.9502],[0.0498]
285,TAC1_ligand_receptor_GP,1,1,1,1,['Tac1'],['Tacr3'],[0.5481],[-0.093],[0.8549],[0.1451]
387,HLA-DQA1_ligand_receptor_GP,0,0,1,1,[],['Lag3'],[],[0.6803],[],[1.0]
671,JAM2_ligand_receptor_GP,1,1,2,2,['Jam2'],"['Itgav', 'Itgb1']",[0.7655],"[-0.2563, -0.086]",[0.691],"[0.2314, 0.0776]"
281,EFNA2_ligand_receptor_GP,1,1,1,1,['Efna2'],['Epha10'],[0.37],[0.1455],[0.7178],[0.2822]
413,SHH_ligand_receptor_GP,1,1,0,0,['Shh'],[],[0.8317],[],[1.0],[]
853,XCL2_ligand_targetgenes_GP,0,0,1,1,[],['Epb42'],[],[0.847],[],[1.0]
