,gp_name,n_source_genes,n_non_zero_source_genes,n_target_genes,n_non_zero_target_genes,gp_source_genes,gp_target_genes,gp_source_genes_weights_sign_corrected,gp_target_genes_weights_sign_corrected,gp_source_genes_importances,gp_target_genes_importances
1075,IGF1_ligand_targetgenes_GP,1,0,280,55,['Igf1'],"['Hspb7', 'Tnni3', 'Nppa', 'Cnn1', 'Myl2', 'Hspb3', 'Nkx2-5', 'Popdc2', 'Homer2', 'Jph2', 'Lbh', 'Arg1', 'Hk1', 'Twist1', 'Cald1', 'Fzd2', 'Igf2r', 'Tnni2', 'Lum', 'Sparcl1', 'Pdlim7', 'Mfap2', 'Mtap', 'Fabp5', 'Srm', 'Tspan2', 'Tinagl1', 'Mtus1', 'Cited2', 'Bin1', 'Tmem158', 'Hoxb2', 'Ddah1', 'Plp2', 'Chd4', 'Shmt2', 'Mvd', 'Myl12a', 'Nudt9', 'Dusp12', 'Ube2s', 'Isl1', 'Ube2l3', 'Tnnt2', 'Fam46a', 'Tnnc2', 'Plac1', 'Loxl1', 'Adk', 'Pak1', 'Olfml3', 'Slc7a5', 'Rars2', 'Cdx2', 'Atad2', 'Wnt5b', 'Vwf', 'Vnn1', 'Vegfa', 'Ube2m', 'Tubb2b', 'Tspan14', 'Tspan12', 'Tox3', 'Tnfsf15', 'Tnfsf10', 'Tnfrsf21', 'Tnf', 'Tmem176b', 'Tlr4', 'Th', 'Tgfbr2', 'Tgfb1', 'Sv2a', 'Stk38', 'Srd5a2', 'Spn', 'Sphk1', 'Sox21', 'Sox1', 'Smtn', 'Slc7a2', 'Slc7a11', 'Slc5a7', 'Slc4a1', 'Slc38a4', 'Slc2a6', 'Slc27a2', 'Slc1a2', 'Six2', 'Sfn', 'Serpine1', 'Sema5a', 'Sema3d', 'Sema3a', 'Sell', 'Sdha', 'Scg2', 'S1pr5', 'S100a9', 'Rnase4', 'Rhag', 'Rcan2', 'Rbp1', 'Rarres2', 'Rab25', 'Pth', 'Ptger4', 'Proc', 'Ppm1e', 'Pomc', 'Pmch', 'Plekho2', 'Pld2', 'Plcg2', 'Plat', 'Pitx1', 'Pik3ip1', 'Pgr', 'Pf4', 'Pdia5', 'Pdgfra', 'Pde8b', 'Pdcd1', 'Pcolce2', 'Pcdh8', 'P2ry2', 'P2rx7', 'Ogdhl', 'Nxf3', 'Nrgn', 'Nr3c1', 'Nr1h4', 'Nos2', 'Nkx6-1', 'Ngfr', 'Nfatc1', 'Neurog2', 'Nes', 'Ndrg1', 'Ncf2', 'Mycn', 'Muc6', 'Mtnr1a', 'Msrb2', 'Msn', 'Mpo', 'Mog', 'Mme', 'Mgll', 'Met', 'Marco', 'Map3k4', 'Mall', 'Lpar4', 'Loxl2', 'Limch1', 'Lif', 'Lamc3', 'Lama3', 'Lad1', 'Kremen2', 'Jag2', 'Itgam', 'Itga5', 'Irf5', 'Il5', 'Il3ra', 'Il2rg', 'Il1rl1', 'Il1b', 'Il15ra', 'Il13ra1', 'Ihh', 'Igfbp3', 'Ifi35', 'Icam4', 'Htr1b', 'Hsd17b11', 'Hrh1', 'Hoxb6', 'Hdac7', 'Hcrtr2', 'Hcrt', 'Gys2', 'Guca2a', 'Grm3', 'Gpx7', 'Gpr171', 'Gnrh1', 'Glyat', 'Gjb5', 'Ggt1', 'Gdnf', 'Gclc', 'Gata1', 'Gapdhs', 'Gale', 'Gabbr1', 'Gabarapl1', 'Flt4', 'Fhl2', 'Fgfr3', 'Fgf17', 'F2rl2', 'Eya2', 'Ermap', 'Ercc6l', 'Epo', 'Epha7', 'Epb42', 'En1', 'Elf5', 'Egfr', 'Egf', 'Edn2', 'Dusp13', 'Dscam', 'Drd4', 'Dpyd', 'Dnm3', 'Dmp1', 'Dlx2', 'Dio1', 'Dhrs11', 'Ddx23', 'Ddr1', 'Dbh', 'Dab2', 'Cytl1', 'Cyp11a1', 'Ctf1', 'Csf2', 'Crlf2', 'Coro1a', 'Col19a1', 'Col17a1', 'Cntn6', 'Clec1b', 'Cldn1', 'Ckm', 'Cftr', 'Celsr3', 'Cdx4', 'Cdkn1a', 'Cdh18', 'Cdh11', 'Cdc42ep1', 'Cd7', 'Cd6', 'Cd36', 'Cd160', 'Ccnd1', 'Ccl20', 'Btn1a1', 'Blvra', 'Bhmt', 'Batf', 'B4galt2', 'Atrx', 'Atf3', 'Aspa', 'Arhgap25', 'Aqp2', 'Aplnr', 'Apba2', 'Aoc3', 'Anxa1', 'Angpt4', 'Amhr2', 'Alox5ap', 'Aldoc', 'Agt', 'Agmat', 'Adrb2', 'Adra1d', 'Adra1a', 'Adcy7', 'Adamts3', 'Acvr2b']",[0.0],"[0.1639, 0.1365, 0.1362, 0.1362, 0.128, 0.1264, 0.1245, 0.1085, 0.0734, 0.0674, 0.0667, -0.0438, 0.0357, -0.0333, -0.0333, -0.0327, 0.0313, 0.0284, -0.026, -0.0239, 0.0235, -0.0183, -0.0165, -0.0161, -0.0138, 0.0127, 0.0102, 0.0076, 0.0074, -0.0067, -0.0064, -0.0059, 0.0045, 0.0039, -0.0039, -0.0039, 0.0036, 0.0029, -0.0021, -0.0012, -0.0007, 0.0005, -0.0004, 0.0002, 0.0002, 1e-04, 1e-04, 1e-04, 1e-04, -1e-04, -1e-04, -1e-04, -1e-04, -1e-04, -1e-04, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0]",[0.0],"[0.0946, 0.0788, 0.0786, 0.0786, 0.0739, 0.073, 0.0719, 0.0626, 0.0424, 0.0389, 0.0385, 0.0253, 0.0206, 0.0192, 0.0192, 0.0189, 0.0181, 0.0164, 0.015, 0.0138, 0.0136, 0.0106, 0.0095, 0.0093, 0.0079, 0.0073, 0.0059, 0.0044, 0.0043, 0.0039, 0.0037, 0.0034, 0.0026, 0.0022, 0.0023, 0.0022, 0.0021, 0.0016, 0.0012, 0.0007, 0.0004, 0.0003, 0.0002, 1e-04, 1e-04, 1e-04, 1e-04, 0.0, 0.0, 1e-04, 1e-04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
373,MDK_ligand_receptor_GP,1,1,1,1,['Mdk'],['Tspan1'],[0.0279],[1.1018],[0.0247],[0.9753]
59,ANXA1_ligand_receptor_GP,1,1,2,2,['Anxa1'],"['Fpr2', 'Fpr3']",[0.7316],"[-0.023, -0.0171]",[0.948],"[0.0298, 0.0222]"
730,WFIKKN2_ligand_receptor_GP,1,1,1,1,['Wfikkn2'],['Igdcc3'],[-0.1946],[0.5925],[0.2473],[0.7527]
971,ITGA9_ligand_targetgenes_GP,1,1,0,0,['Itga9'],[],[0.9238],[],[1.0],[]
1172,EFNA4_ligand_targetgenes_GP,1,1,1,1,['Efna4'],['Cdkn1a'],[0.5143],[0.0316],[0.9421],[0.0579]
842,CXCL2_ligand_targetgenes_GP,1,1,1,1,['Cxcl2'],['Timp3'],[0.0534],[0.5772],[0.0847],[0.9153]
939,TGFB1_ligand_targetgenes_GP,1,1,358,58,['Tgfb1'],"['Asb2', 'Cryab', 'Hspb1', 'Acta2', 'Tagln', 'Lmo1', 'Hand1', 'Cdkn1c', 'Cald1', 'Tpm1', 'Cyr61', 'Vim', 'Sparc', 'Igf2', 'Slc38a4', 'Mycn', 'Alpl', 'Ilk', 'Serpinh1', 'Klf6', 'Hand2', 'Apoe', 'Zyx', 'Gja1', 'Gsto1', 'Ahnak', 'Cst3', 'Slc2a1', 'P4ha2', 'Fn1', 'Hdgf', 'Socs2', 'Hspa4', 'Slc25a5', 'Nme1', 'Glrx', 'Igfbp2', 'Arg1', 'Cirbp', 'Col4a1', 'Basp1', 'Smad6', 'Des', 'Prom1', 'Nkx2-5', 'Mmp11', 'Gpx4', 'Col2a1', 'Cnn1', 'Loxl2', 'Dusp1', 'Dcn', 'Col9a1', 'Hmgb1', 'Sox4', 'Sod2', 'Pten', 'Dll1', 'Wnt7b', 'Wnt5a', 'Wisp2', 'Vtn', 'Vip', 'Vegfc', 'Vegfa', 'Vdr', 'Ucp2', 'Ucn', 'Twist1', 'Tsc22d1', 'Tpsb2', 'Tpsab1', 'Tpm4', 'Tnfsf13b', 'Tnfsf11', 'Tnfsf10', 'Tnfrsf1b', 'Tnfrsf18', 'Tnfrsf12a', 'Tnf', 'Tnc', 'Tlr4', 'Timp4', 'Timp3', 'Timp1', 'Thbs2', 'Thbs1', 'Th', 'Tgm2', 'Tgfbr2', 'Tgfbr1', 'Tgfbi', 'Tgfb3', 'Tgfa', 'Tff1', 'Stat3', 'Spp1', 'Sphk1', 'Sox9', 'Sox2', 'Snca', 'Snai2', 'Snai1', 'Smad7', 'Sgk1', 'Serpine2', 'Serpine1', 'Sema7a', 'Sema3a', 'Sele', 'Sdc2', 'Sdc1', 'Scarb1', 'Sat2', 'S100a9', 'S100a8', 'S100a4', 'Rxrb', 'Runx1', 'Rrm1', 'Rorc', 'Rora', 'Rara', 'Ptprk', 'Ptprj', 'Ptprc', 'Ptpn1', 'Pthlh', 'Pth1r', 'Ptgs2', 'Ptgs1', 'Ptger2', 'Psen1', 'Prkca', 'Prf1', 'Ppara', 'Postn', 'Plod2', 'Plg', 'Plaur', 'Plau', 'Plat', 'Pkd1', 'Pik3r1', 'Pik3ca', 'Pigr', 'Pgf', 'Pdgfrb', 'Pdgfd', 'Pdgfc', 'Pdgfb', 'Pdgfa', 'Nr3c2', 'Nr3c1', 'Nr1d1', 'Nox4', 'Notch1', 'Nos3', 'Nos2', 'Nos1', 'Ngf', 'Nfe2l2', 'Ncam1', 'Myocd', 'Myct1', 'Mxd4', 'Mtnr1a', 'Mstn', 'Msr1', 'Mrc2', 'Mmrn1', 'Mmp9', 'Mmp8', 'Mmp2', 'Mmp13', 'Mmp12', 'Mme', 'Met', 'Ltbp1', 'Lta', 'Lpl', 'Lpin1', 'Loxl1', 'Lox', 'Lif', 'Lhcgr', 'Lefty2', 'Lamc3', 'Lamc2', 'Lamb3', 'Lamb2', 'Lama5', 'Lama3', 'Lama1', 'L1cam', 'Krt20', 'Krt18', 'Krt14', 'Klrd1', 'Kdr', 'Kcnh2', 'Junb', 'Jag1', 'Itgb5', 'Itgb2', 'Itgb1', 'Itgax', 'Itgav', 'Itgam', 'Itga5', 'Itga4', 'Itga2', 'Irak3', 'Inpp5d', 'Inha', 'Il9', 'Il6', 'Il5', 'Il2rb', 'Il23r', 'Il23a', 'Il22', 'Il2', 'Il1rn', 'Il1b', 'Il17a', 'Il12rb1', 'Il12b', 'Il11', 'Il10ra', 'Il10', 'Igfbp7', 'Igfbp5', 'Igfbp4', 'Igfbp3', 'Igf1', 'Ifng', 'Ifih1', 'Ido1', 'Id3', 'Id2', 'Id1', 'Icam2', 'Icam1', 'Hspa1a', 'Hoxc6', 'Hmox1', 'Hgf', 'Hey1', 'Has2', 'Gzmb', 'Gypa', 'Gstm3', 'Grem1', 'Gdf15', 'Gata4', 'Gata3', 'Fst', 'Fshb', 'Foxc1', 'Foxa1', 'Fos', 'Flt1', 'Fgfr4', 'Fgfr2', 'Fgfr1', 'Fgfbp1', 'Fgf2', 'Fgf18', 'Fgf10', 'Fgf1', 'Fbn1', 'Fbln2', 'Fas', 'F2rl1', 'Etv2', 'Ets1', 'Esr1', 'Ephx2', 'Enpp1', 'Egln1', 'Edn1', 'Eda', 'Ebi3', 'Dnmt3a', 'Dll4', 'Dkk1', 'Cyp27a1', 'Cyp17a1', 'Cyp11a1', 'Cxcl10', 'Ctgf', 'Csf2', 'Csf1r', 'Csf1', 'Col5a1', 'Col3a1', 'Col1a2', 'Col1a1', 'Col19a1', 'Col15a1', 'Col11a2', 'Col10a1', 'Clu', 'Cdon', 'Cdkn1a', 'Cdh9', 'Cdh5', 'Cdh2', 'Cdh1', 'Cd86', 'Cd80', 'Cd69', 'Cd44', 'Cd40lg', 'Cd40', 'Cd38', 'Cd163', 'Cd14', 'Ccr6', 'Ccr4', 'Ccr2', 'Ccnd1', 'Ccl5', 'Ccl3', 'Ccl20', 'Ccl2', 'Ccl11', 'Cav1', 'Cat', 'Casp8', 'Casp3', 'Calr', 'Bmpr2', 'Bmpr1b', 'Bmp6', 'Bmp1', 'Blm', 'Bik', 'Bgn', 'Atf3', 'Apom', 'Apob', 'Angptl4', 'Angpt2', 'Alox5ap', 'Aldh7a1', 'Agt', 'Agrn', 'Ager', 'Adra1d', 'Adora2b', 'Adam17', 'Adam15', 'Adam12', 'Acvr1', 'Abcc1', 'Abca1']",[1e-04],"[0.1882, 0.1843, 0.1842, 0.1625, 0.1578, -0.0815, 0.0756, 0.0651, 0.0616, 0.0597, 0.0369, 0.0346, 0.03, 0.0297, 0.0294, -0.0293, -0.0271, 0.0248, 0.0224, 0.0195, 0.0176, 0.0167, 0.0156, -0.015, -0.0119, 0.0112, 0.0107, 0.0089, 0.0082, 0.0071, -0.0069, -0.0051, -0.0048, -0.0043, -0.0032, -0.003, 0.0026, 0.0016, 0.0012, 0.0006, 0.0005, 0.0002, 0.0002, -0.0002, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, -1e-04, -1e-04, -1e-04, -1e-04, -1e-04, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0]",[0.0],"[0.1129, 0.1106, 0.1105, 0.0975, 0.0947, 0.0489, 0.0453, 0.0391, 0.037, 0.0358, 0.0222, 0.0207, 0.018, 0.0178, 0.0176, 0.0176, 0.0162, 0.0149, 0.0134, 0.0117, 0.0105, 0.01, 0.0094, 0.009, 0.0071, 0.0067, 0.0064, 0.0053, 0.0049, 0.0043, 0.0042, 0.003, 0.0029, 0.0026, 0.0019, 0.0018, 0.0016, 0.001, 0.0007, 0.0003, 0.0003, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 0.0, 0.0, 0.0, 0.0, 1e-04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
157,NR0B2_ligand_receptor_GP,1,1,1,1,['Nr0b2'],['Esrra'],[0.8996],[0.3253],[0.7344],[0.2656]
560,DLK1_ligand_receptor_GP,1,1,1,1,['Dlk1'],['Notch3'],[0.5211],[0.1803],[0.7429],[0.2571]
1056,DEFB4A_ligand_targetgenes_GP,0,0,2,2,[],"['Alox15', 'Ccl2']",[],"[0.2926, 0.1015]",[],"[0.7425, 0.2575]"
454,PRSS2_ligand_receptor_GP,1,1,1,1,['Prss2'],['F2rl3'],[0.0157],[0.6754],[0.0227],[0.9773]
282,EFNA3_ligand_receptor_GP,1,1,1,1,['Efna3'],['Epha10'],[0.4288],[0.079],[0.8445],[0.1555]
172,WNT4_ligand_receptor_GP,1,1,1,1,['Wnt4'],['Smo'],[0.667],[0.0847],[0.8873],[0.1127]
642,SFRP4_ligand_receptor_GP,1,1,1,1,['Sfrp4'],['Wnt6'],[0.1587],[0.5803],[0.2147],[0.7853]
679,IFNL1_ligand_receptor_GP,0,0,2,2,[],"['Ifnlr1', 'Il10rb']",[],"[0.6355, 0.0191]",[],"[0.9709, 0.0291]"
851,CXCL13_ligand_targetgenes_GP,1,1,2,2,['Cxcl13'],"['Peg10', 'Tnfsf11']",[0.6556],"[0.5169, -0.2304]",[0.4673],"[0.3684, 0.1642]"
363,AGTRAP_ligand_receptor_GP,1,1,1,1,['Agtrap'],['Rack1'],[0.5119],[-0.1122],[0.8202],[0.1798]
43,CCL23_ligand_receptor_GP,0,0,1,1,[],['Adra2a'],[],[0.2207],[],[1.0]
724,BMP1_ligand_receptor_GP,1,1,1,1,['Bmp1'],['Bmpr1a'],[0.2076],[0.2245],[0.4805],[0.5195]
647,RGMA_ligand_receptor_GP,1,1,1,1,['Rgma'],['Tfr2'],[0.8622],[-0.5595],[0.6064],[0.3936]
31,FRS3_ligand_receptor_GP,1,1,1,1,['Frs3'],['Fgfr1'],[0.1078],[0.408],[0.2091],[0.7909]
396,THBS4_ligand_receptor_GP,1,1,1,1,['Thbs4'],['Ltbp1'],[0.9208],[0.0163],[0.9826],[0.0174]
173,WNT6_ligand_receptor_GP,1,1,1,1,['Wnt6'],['Gnas'],[0.8663],[-0.018],[0.9796],[0.0204]
673,COMPLEX:LAMA5_LAMB1_LAMC1_ligand_receptor_GP,0,0,2,2,[],"['Itga6', 'Itgb1']",[],"[0.2562, 0.0487]",[],"[0.8402, 0.1598]"
450,ANOS1_ligand_receptor_GP,0,0,1,1,[],['Fgfr1'],[],[0.2203],[],[1.0]
322,FGFR3_ligand_receptor_GP,1,1,1,1,['Fgfr3'],['Chrm2'],[0.4198],[0.4093],[0.5063],[0.4937]
239,WNT3_ligand_receptor_GP,1,1,1,1,['Wnt3'],['Fzd4'],[0.5679],[-0.2477],[0.6963],[0.3037]
175,IL6ST_ligand_receptor_GP,1,1,1,1,['Il6st'],['Epor'],[-0.3365],[0.595],[0.3613],[0.6387]
1036,RSPO3_ligand_targetgenes_GP,1,1,0,0,['Rspo3'],[],[0.6941],[],[1.0],[]
55,CXCL13_ligand_receptor_GP,1,1,1,1,['Cxcl13'],['Oprd1'],[0.6024],[-0.4904],[0.5512],[0.4488]
580,NPTN_ligand_receptor_GP,1,1,1,1,['Nptn'],['Epor'],[0.0559],[0.5826],[0.0876],[0.9124]
29,LGALS3_ligand_receptor_GP,1,1,1,1,['Lgals3'],['Lag3'],[0.8622],[-0.0075],[0.9913],[0.0087]
668,GDF10_ligand_receptor_GP,1,1,2,2,['Gdf10'],"['Acvr2b', 'Acvr1b']",[1.0948],"[0.2064, -0.1617]",[0.7484],"[0.1411, 0.1105]"
