,gp_name,n_source_genes,n_non_zero_source_genes,n_target_genes,n_non_zero_target_genes,gp_source_genes,gp_target_genes,gp_source_genes_weights_sign_corrected,gp_target_genes_weights_sign_corrected,gp_source_genes_importances,gp_target_genes_importances
1087,OSTN_ligand_targetgenes_GP,1,0,236,48,['Ostn'],"['Tcf15', 'Hspb2', 'Otx2', 'Hesx1', 'Hoxa1', 'Ebf1', 'Hoxa5', 'Hoxb1', 'Hoxb4', 'Hoxa2', 'Gata6', 'Meis2', 'Ddah1', 'Osr1', 'Selenop', 'Lmo4', 'Dusp6', 'Rbpms', 'Ptch1', 'Nr2f1', 'Cadm1', 'Fstl1', 'Slc29a1', 'Stard10', 'Lpl', 'Mdk', 'Ntn1', 'Cyr61', 'Pitx2', 'Mcm7', 'Cited2', 'Vcan', 'Bmp2', 'Dll1', 'Id3', 'Ppp1cb', 'Fn1', 'Slc2a1', 'Zeb2', 'Gnas', 'Ddx5', 'Trim63', 'Hoxb8', 'Bin1', 'Ptpn1', 'Sh3bp5', 'Irs4', 'Gfi1b', 'Zbtb20', 'Wnt2b', 'Wfikkn2', 'Vgf', 'Ube2h', 'Txndc12', 'Tspan4', 'Tnfsf10', 'Tnfrsf1a', 'Thra', 'Tgfb3', 'Tet2', 'Tek', 'Tbx4', 'Tbx3', 'Stat3', 'Stab2', 'St5', 'Sp8', 'Sox2', 'Sorl1', 'Socs2', 'Smim22', 'Slc6a12', 'Slc3a2', 'Slc38a3', 'Slc38a2', 'Sgk1', 'Sesn3', 'Sema6d', 'Sema4b', 'Sell', 'Sdk2', 'Sardh', 'Rxra', 'Runx1', 'Rora', 'Rdh8', 'Rasd1', 'Rara', 'Ptprf', 'Ptprd', 'Psen1', 'Prl', 'Prex2', 'Ppm1b', 'Ppargc1a', 'Pou3f2', 'Pmch', 'Plxnc1', 'Pln', 'Plg', 'Pik3ip1', 'Phox2b', 'Pde4d', 'Pcdh1', 'Pak1', 'Ostn', 'Osgin1', 'Nxph1', 'Ntsr2', 'Ntrk3', 'Nrp2', 'Nrg1', 'Nr1d1', 'Nr0b2', 'Npy', 'Npvf', 'Nppb', 'Nppa', 'Notch1', 'Nos3', 'Nmnat2', 'Nfib', 'Nfatc1', 'Ndrg1', 'Nav2', 'Mycn', 'Mstn', 'Mst1', 'Msmp', 'Msmb', 'Mmp13', 'Mgll', 'Met', 'Mat1a', 'Map2k6', 'Lpp', 'Lifr', 'Lhx5', 'Lhx1', 'Lgi1', 'Lef1', 'Lamc2', 'Lag3', 'Kmt2e', 'Klf6', 'Klf2', 'Kcnj5', 'Kalrn', 'Junb', 'Jag1', 'Itgb8', 'Irx4', 'Inhba', 'Il7r', 'Il6st', 'Il12rb1', 'Igsf1', 'Ifnk', 'Id2', 'Id1', 'Icam5', 'Hoxc8', 'Hoxc6', 'Hoxc5', 'Hoxc4', 'Hoxa11', 'Hoxa10', 'Hmox1', 'Hlx', 'Hhex', 'Grhl3', 'Grb7', 'Grap2', 'Gprc5c', 'Gdf15', 'Gabarap', 'Fst', 'Foxg1', 'Flrt3', 'Fli1', 'Fgf9', 'Fgf14', 'Fgf12', 'Fgf10', 'Fbxo32', 'Fbp2', 'Fabp1', 'F10', 'Etv5', 'Esr1', 'Ermn', 'Enpp6', 'Egfr', 'Efna1', 'Efemp1', 'Edn1', 'Dusp4', 'Dusp16', 'Dusp14', 'Dusp1', 'Dpyd', 'Dnajc6', 'Dhrs3', 'Dgat2', 'Ddx17', 'Cyp24a1', 'Ctgf', 'Csrp3', 'Cpn1', 'Clstn1', 'Chd2', 'Chd1', 'Cdx2', 'Cdkn1c', 'Cdkn1a', 'Cd28', 'Ccnd2', 'Ccnd1', 'Cacna1d', 'Bdnf', 'Axin2', 'Atf3', 'Aspg', 'Asb2', 'Art3', 'Ar', 'Apoc3', 'Apoa5', 'Apoa2', 'Angpt2', 'Ahcy', 'Agxt', 'Agrp', 'Adk', 'Adipoq', 'Acaca']",[-0.0],"[0.1917, -0.179, -0.0796, -0.0765, 0.0763, 0.0593, 0.0553, 0.0441, 0.0433, 0.0411, -0.0332, 0.0324, -0.0264, 0.0248, 0.0241, 0.0204, 0.018, -0.0167, 0.0158, 0.015, 0.015, 0.0144, -0.0122, -0.009, -0.008, 0.0063, 0.006, 0.0057, -0.0045, 0.0034, 0.0034, 0.0031, -0.0028, 0.0025, -0.0024, 0.0022, 0.002, -0.0016, 0.0011, 0.0011, 0.0007, -0.0006, 0.0002, 0.0002, 1e-04, 1e-04, -1e-04, -1e-04, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0]",[0.0],"[0.1619, 0.1511, 0.0672, 0.0646, 0.0644, 0.0501, 0.0467, 0.0372, 0.0366, 0.0347, 0.028, 0.0274, 0.0223, 0.021, 0.0204, 0.0172, 0.0152, 0.0141, 0.0133, 0.0127, 0.0127, 0.0121, 0.0103, 0.0076, 0.0067, 0.0053, 0.0051, 0.0048, 0.0038, 0.0029, 0.0029, 0.0026, 0.0023, 0.0021, 0.002, 0.0019, 0.0017, 0.0013, 0.0009, 0.0009, 0.0006, 0.0005, 1e-04, 1e-04, 1e-04, 0.0, 1e-04, 1e-04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
149,GH1_ligand_receptor_GP,0,0,1,1,[],['Slc12a1'],[],[0.2084],[],[1.0]
279,SPON1_ligand_receptor_GP,1,1,1,1,['Spon1'],['Lrp8'],[0.8275],[0.1844],[0.8177],[0.1823]
1316,INSL6_ligand_targetgenes_GP,1,1,0,0,['Insl6'],[],[0.2632],[],[1.0],[]
224,WIF1_ligand_receptor_GP,1,1,1,1,['Wif1'],['Wnt6'],[0.5788],[-0.5442],[0.5154],[0.4846]
785,GUCA1B_ligand_receptor_GP,1,1,1,1,['Guca1b'],['Gucy2f'],[-0.1354],[0.3488],[0.2797],[0.7203]
319,GDNF_ligand_receptor_GP,1,1,1,1,['Gdnf'],['Rbp1'],[0.3631],[0.4814],[0.43],[0.57]
309,IFNAR2_ligand_receptor_GP,1,1,1,1,['Ifnar2'],['Erbb3'],[-0.0208],[0.8812],[0.0231],[0.9769]
213,LAMA1_ligand_receptor_GP,1,1,1,1,['Lama1'],['Sv2c'],[0.2607],[0.3075],[0.4589],[0.5411]
496,CLDN3_ligand_receptor_GP,1,1,1,1,['Cldn3'],['Cldn1'],[0.9901],[-0.8453],[0.5394],[0.4606]
320,IL5_ligand_receptor_GP,1,1,2,2,['Il5'],"['Csf2rb', 'Il5ra']",[0.009],"[0.5406, 0.0071]",[0.0162],"[0.9711, 0.0128]"
132,FGF20_ligand_receptor_GP,1,1,1,1,['Fgf20'],['Fgfr4'],[0.0661],[0.5359],[0.1098],[0.8902]
501,LRFN5_ligand_receptor_GP,1,1,1,1,['Lrfn5'],['Ptprd'],[-0.1069],[0.3726],[0.223],[0.777]
1121,PENK_ligand_targetgenes_GP,1,1,2,2,['Penk'],"['Calca', 'Nos1']",[0.1904],"[0.7797, -0.3467]",[0.1446],"[0.5921, 0.2633]"
180,IAPP_ligand_receptor_GP,1,1,1,1,['Iapp'],['Gpr20'],[-0.0235],[0.3049],[0.0715],[0.9285]
451,TF_ligand_receptor_GP,0,0,1,1,[],['Gpr162'],[],[0.7391],[],[1.0]
383,ERFE_ligand_receptor_GP,1,1,1,1,['Erfe'],['Lrp1'],[0.0996],[0.2465],[0.2878],[0.7122]
59,ANXA1_ligand_receptor_GP,1,1,2,2,['Anxa1'],"['Fpr2', 'Fpr3']",[0.7316],"[-0.023, -0.0171]",[0.948],"[0.0298, 0.0222]"
719,CNMD_ligand_receptor_GP,1,1,1,1,['Cnmd'],['Ptprd'],[0.8548],[0.1804],[0.8258],[0.1742]
60,MT-RNR2_ligand_receptor_GP,0,0,3,3,[],"['Cntfr', 'Il6st', 'Il27ra']",[],"[0.4462, -0.2557, -0.1077]",[],"[0.5511, 0.3158, 0.133]"
