,gp_name,n_source_genes,n_non_zero_source_genes,n_target_genes,n_non_zero_target_genes,gp_source_genes,gp_target_genes,gp_source_genes_weights_sign_corrected,gp_target_genes_weights_sign_corrected,gp_source_genes_importances,gp_target_genes_importances
1508,Adenosine triphosphate_metabolite_enzyme_sensor_GP,404,81,13,0,"['Ckb', 'Ak1', 'Prps1', 'Pfkp', 'Polr2h', 'Mcm6', 'Mcm7', 'Ddx21', 'Polr1c', 'Ddx18', 'Tk1', 'Mcm5', 'Mcm3', 'Mcm4', 'Ddx27', 'Paics', 'Ruvbl2', 'Polr2f', 'G3bp1', 'Gart', 'Gmps', 'Mat2a', 'Ruvbl1', 'Lig1', 'Chd1', 'Ctps', 'Pfkl', 'Gtf2f2', 'Ola1', 'Dtymk', 'Ddx24', 'Polr1d', 'Ddx56', 'Ddx1', 'Mcm2', 'Polr1e', 'Ddx39b', 'Nme1', 'Guk1', 'Trnt1', 'Ube2j2', 'Eif4a1', 'Polr3k', 'Ddx47', 'Dhx15', 'Glul', 'Cdc34', 'Nadk', 'Eif4a3', 'Polr2d', 'Ube2n', 'Ube2e1', 'Ak2', 'Ube2i', 'Ube2d3', 'Ddx5', 'Ddx46', 'Ddx52', 'Polr3h', 'Pgk1', 'Asns', 'Katna1', 'Ube2e3', 'Ddx3x', 'Ube2k', 'Chd4', 'Ube2l3', 'Polr2j', 'Ddx25', 'Acly', 'Ddx41', 'Polr2e', 'Nme2', 'Ube2d2a', 'Ube2m', 'Polr2k', 'Polr2i', 'Nudt2', 'Mthfd1', 'Aldh18a1', 'Hk1', 'Yars2', 'Ube2c', 'Polr2l', 'Mov10l1', 'Atad1', 'Acsm4', 'Acsl1', 'Ythdc2', 'Xylb', 'Wrn', 'Wars2', 'Vps4b', 'Vps4a', 'Vcp', 'Vars2', 'Uckl1', 'Uck2', 'Uck1', 'Ube2z', 'Ube2w', 'Ube2u', 'Ube2t', 'Ube2s', 'Ube2r2', 'Ube2ql1', 'Ube2q2', 'Ube2q1', 'Ube2o', 'Ube2l6', 'Ube2j1', 'Ube2h', 'Ube2g2', 'Ube2g1', 'Ube2f', 'Ube2e2', 'Ube2dnl2', 'Ube2dnl1', 'Ube2d2b', 'Ube2d1', 'Ube2b', 'Ube2a', 'Tut1', 'Ttl', 'Trim25', 'Tpk1', 'Tk2', 'Thg1l', 'Tdrd9', 'Tars2', 'Taf9', 'Supv3l1', 'Suclg1', 'Sucla2', 'Sphk2', 'Sphk1', 'Spast', 'Snrnp200', 'Smarcad1', 'Slc27a5', 'Slc27a2', 'Shpk', 'Sephs2', 'Sephs1', 'Sars2', 'Rtel1', 'Rtca', 'Rimklb', 'Rimkla', 'Rfk', 'Recql5', 'Recql4', 'Recql', 'Rbks', 'Rars2', 'Rad54l2', 'Qrsl1', 'Prps2', 'Prps1l3', 'Prps1l1', 'Ppip5k2', 'Ppip5k1', 'Ppcs', 'Polr3gl', 'Polr3g', 'Polr3f', 'Polr3e', 'Polr3d', 'Polr3c', 'Polr3b', 'Polr3a', 'Polr2g', 'Polr2c', 'Polr2b', 'Polr2a', 'Polr1b', 'Polr1a', 'Pnkp', 'Pmvk', 'Pkm', 'Pklr', 'Pif1', 'Pgk2', 'Pfkm', 'Pfkfb4', 'Pfkfb3', 'Pfkfb2', 'Pfkfb1', 'Pfas', 'Pdxk', 'Pcx', 'Pccb', 'Pcca', 'Pars2', 'Papss2', 'Papss1', 'Papolg', 'Papolb', 'Papola', 'Pank4', 'Pank3', 'Pank2', 'Pank1', 'Oplah', 'Ntpcr', 'Nsf', 'Nmrk2', 'Nmrk1', 'Nmnat3', 'Nmnat2', 'Nmnat1', 'Nme7', 'Nme6', 'Nme5', 'Nme4', 'Nme3', 'Nav2', 'Nars2', 'Nagk', 'Nadsyn1', 'Mvk', 'Mvd', 'Mtpap', 'Mthfs', 'Mthfd1l', 'Mov10', 'Mocs3', 'Mmab', 'Mcm9', 'Mcm8', 'Mccc2', 'Mccc1', 'Mat2b', 'Mat1a', 'Mars2', 'Lig4', 'Lig3', 'Lars2', 'Khk', 'Katnal2', 'Katnal1', 'Itpkc', 'Itpkb', 'Itpka', 'Itpk1', 'Ippk', 'Ipmk', 'Ino80', 'Ighmbp2', 'Ifih1', 'Idnk', 'Iars2', 'Hlcs', 'Hkdc1', 'Hk3', 'Hk2', 'Hibch', 'Hfm1', 'Helq', 'Helb', 'Hars2', 'Gykl1', 'Gss', 'Gphn', 'Gne', 'Glyctk', 'Gk5', 'Gk2', 'Gk', 'Gclc', 'Gck', 'Gatc', 'Galk2', 'Galk1', 'Fpgs', 'Flad1', 'Fignl1', 'Ficd', 'Farsb', 'Farsa', 'Fars2', 'Fancm', 'Fam20b', 'Etnk2', 'Etnk1', 'Ercc6l', 'Ercc3', 'Ercc2', 'Entpd8', 'Entpd3', 'Entpd2', 'Entpd1', 'Eif4a2', 'Ears2', 'E330021D16Rik', 'Dqx1', 'Dna2', 'Dhx9', 'Dhx8', 'Dhx58', 'Dhx57', 'Dhx40', 'Dhx38', 'Dhx37', 'Dhx36', 'Dhx35', 'Dhx34', 'Dhx33', 'Dhx32', 'Dhx30', 'Dhx29', 'Dhx16', 'Dguok', 'Ddx60', 'Ddx6', 'Ddx59', 'Ddx58', 'Ddx55', 'Ddx54', 'Ddx51', 'Ddx50', 'Ddx49', 'Ddx43', 'Ddx42', 'Ddx4', 'Ddx3y', 'Ddx31', 'Ddx28', 'Ddx23', 'Ddx20', 'Ddx19b', 'Ddx19a', 'Ddx17', 'Ddx11', 'Ddx10', 'Dck', 'Dars2', 'D1Pas1', 'Ctps2', 'Cps1', 'Coasy', 'Cmpk2', 'Cmpk1', 'Ckmt2', 'Ckmt1', 'Ckm', 'Chkb', 'Chka', 'Chd9', 'Chd8', 'Chd7', 'Chd6', 'Chd5', 'Chd3', 'Chd2', 'Chd1l', 'Cftr', 'Cars2', 'Carns1', 'Cad', 'Brip1', 'Blm', 'Atrx', 'Atp13a5', 'Atp13a4', 'Atp13a3', 'Atp13a2', 'Atp13a1', 'Atad2', 'Ass1', 'Ascc3', 'Aldh7a1', 'Ak8', 'Ak7', 'Ak5', 'Ak4', 'Adk', 'Adcy9', 'Adcy8', 'Adcy7', 'Adcy6', 'Adcy5', 'Adcy4', 'Adcy3', 'Adcy2', 'Adcy10', 'Adcy1', 'Acss3', 'Acss2', 'Acss1', 'Acsm5', 'Acsm3', 'Acsm2', 'Acsm1', 'Acsl6', 'Acsl5', 'Acsl4', 'Acsl3', 'Acsbg2', 'Acsbg1', 'Acacb', 'Acaca', 'Aars2', 'Aacs']","['P2ry6', 'P2ry4', 'P2ry2', 'P2ry13', 'P2ry12', 'P2ry1', 'P2rx7', 'P2rx6', 'P2rx5', 'P2rx4', 'P2rx3', 'P2rx2', 'P2rx1']","[-0.1006, -0.0871, 0.0463, -0.0243, 0.0224, 0.0224, 0.0222, 0.0221, 0.0207, 0.0186, 0.0175, 0.017, 0.0165, 0.0159, 0.0159, 0.0152, 0.0149, 0.0141, 0.0139, 0.0138, 0.0133, 0.0131, 0.0124, 0.0122, 0.0116, 0.0112, 0.0108, 0.0104, 0.0101, 0.0099, 0.0095, 0.0093, 0.0092, 0.0092, 0.0088, 0.0087, 0.0083, 0.0076, 0.0076, 0.0074, 0.0073, 0.0072, 0.0071, 0.0069, 0.0069, 0.0067, 0.0065, 0.0058, 0.0057, 0.0051, 0.005, 0.0049, 0.0047, 0.0046, 0.0046, 0.0045, 0.0045, 0.0044, 0.0042, 0.0038, 0.0037, 0.0033, 0.0031, 0.003, 0.0029, 0.0028, 0.0026, 0.0021, 0.0021, 0.0018, 0.0018, 0.0015, 0.0014, 0.0011, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, -1e-04, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0]","[0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0]","[0.1129, 0.0978, 0.052, 0.0273, 0.0252, 0.0251, 0.0249, 0.0248, 0.0233, 0.0208, 0.0197, 0.0191, 0.0185, 0.0178, 0.0178, 0.0171, 0.0167, 0.0158, 0.0156, 0.0154, 0.0149, 0.0147, 0.014, 0.0137, 0.013, 0.0126, 0.0122, 0.0116, 0.0113, 0.0111, 0.0107, 0.0104, 0.0103, 0.0103, 0.0099, 0.0098, 0.0093, 0.0085, 0.0085, 0.0083, 0.0082, 0.0081, 0.008, 0.0078, 0.0077, 0.0075, 0.0073, 0.0065, 0.0064, 0.0057, 0.0056, 0.0055, 0.0052, 0.0052, 0.0052, 0.0051, 0.0051, 0.0049, 0.0048, 0.0043, 0.0042, 0.0037, 0.0035, 0.0034, 0.0032, 0.0032, 0.0029, 0.0024, 0.0023, 0.0021, 0.002, 0.0017, 0.0016, 0.0012, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 0.0002, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
931,CD70_ligand_targetgenes_GP,1,1,2,2,['Cd70'],"['Ifng', 'Il2']",[0.5804],"[0.1409, -0.1334]",[0.679],"[0.1649, 0.1561]"
116,FGF13_ligand_receptor_GP,1,1,1,1,['Fgf13'],['Scn11a'],[0.1589],[0.1896],[0.4559],[0.5441]
1251,NUCB2_ligand_targetgenes_GP,1,1,0,0,['Nucb2'],[],[0.3361],[],[1.0],[]
727,SLC6A8_ligand_receptor_GP,1,1,1,1,['Slc6a8'],['Lifr'],[0.5059],[0.3063],[0.6229],[0.3771]
455,PRSS3_ligand_receptor_GP,1,1,1,1,['Prss3'],['F2rl3'],[-0.0075],[1.0553],[0.0071],[0.9929]
714,TPSB2_ligand_receptor_GP,1,1,1,1,['Tpsb2'],['F2rl1'],[0.0795],[1.2799],[0.0585],[0.9415]
371,ICAM4_ligand_receptor_GP,1,1,1,1,['Icam4'],['Rhag'],[0.6979],[0.8824],[0.4416],[0.5584]
41,APLN_ligand_receptor_GP,1,1,0,0,['Apln'],[],[0.8595],[],[1.0],[]
404,SPON2_ligand_receptor_GP,1,1,1,1,['Spon2'],['Itgam'],[0.995],[0.2896],[0.7746],[0.2254]
1202,GPI_ligand_targetgenes_GP,0,0,2,2,[],"['Flt1', 'Cdkn1a']",[],"[1.1306, 0.2]",[],"[0.8497, 0.1503]"
561,RBP3_ligand_receptor_GP,1,1,1,1,['Rbp3'],['Notch1'],[0.0427],[0.4936],[0.0797],[0.9203]
556,CSHL1_ligand_receptor_GP,0,0,1,1,[],['Prlr'],[],[0.2248],[],[1.0]
808,COMPLEX:F8_F9_ligand_receptor_GP,0,0,1,1,[],['F10'],[],[0.915],[],[1.0]
425,LTBP3_ligand_receptor_GP,1,1,1,1,['Ltbp3'],['Itgb5'],[-0.1507],[0.5886],[0.2039],[0.7961]
702,TFRC_ligand_receptor_GP,1,1,1,1,['Tfrc'],['Slc48a1'],[0.3463],[0.4607],[0.4291],[0.5709]
1282,SLIT1_ligand_targetgenes_GP,1,1,2,2,['Slit1'],"['Axin2', 'Ccnd1']",[0.5734],"[0.5761, 0.1893]",[0.4283],"[0.4303, 0.1414]"
587,CSH2_ligand_receptor_GP,0,0,1,1,[],['Prlr'],[],[0.4223],[],[1.0]
639,SFRP2_ligand_receptor_GP,1,1,1,1,['Sfrp2'],['Wnt6'],[0.7334],[-0.4667],[0.6111],[0.3889]
28,EFNB1_ligand_receptor_GP,1,1,1,1,['Efnb1'],['Mmp8'],[0.486],[0.0185],[0.9633],[0.0367]
548,ANGPTL5_ligand_receptor_GP,0,0,1,1,[],['Tek'],[],[1.0437],[],[1.0]
128,VCAN_ligand_receptor_GP,1,1,1,1,['Vcan'],['Tlr1'],[0.5808],[-0.0188],[0.9687],[0.0313]
495,CLDN19_ligand_receptor_GP,1,1,1,1,['Cldn19'],['Cldn9'],[0.1224],[0.9763],[0.1114],[0.8886]
0,BDNF_ligand_receptor_GP,1,1,1,1,['Bdnf'],['Drd4'],[0.7593],[-0.3459],[0.687],[0.313]
213,LAMA1_ligand_receptor_GP,1,1,1,1,['Lama1'],['Sv2c'],[0.2607],[0.3075],[0.4589],[0.5411]
60,MT-RNR2_ligand_receptor_GP,0,0,3,3,[],"['Cntfr', 'Il6st', 'Il27ra']",[],"[0.4462, -0.2557, -0.1077]",[],"[0.5511, 0.3158, 0.133]"
678,IL26_ligand_receptor_GP,0,0,2,2,[],"['Il10rb', 'Il20ra']",[],"[0.7413, 0.284]",[],"[0.723, 0.277]"
228,RSPO1_ligand_receptor_GP,1,1,1,1,['Rspo1'],['Rnf43'],[0.69],[-0.3968],[0.6349],[0.3651]
171,WNT5A_ligand_receptor_GP,1,1,1,1,['Wnt5a'],['Gnas'],[0.6125],[0.0254],[0.9602],[0.0398]
417,COL16A1_ligand_receptor_GP,1,1,2,2,['Col16a1'],"['Itga11', 'Itgb1']",[0.633],"[-0.5153, 0.013]",[0.5451],"[0.4438, 0.0112]"
546,IFNE_ligand_receptor_GP,1,1,1,1,['Ifne'],['Adgrv1'],[-0.0219],[0.5712],[0.037],[0.963]
21,NTN1_ligand_receptor_GP,1,1,1,1,['Ntn1'],['Adora2b'],[0.5217],[-0.1586],[0.7669],[0.2331]
296,ANGPT1_ligand_receptor_GP,1,1,2,2,['Angpt1'],"['Itgb5', 'Itgav']",[0.9908],"[0.2287, 0.0317]",[0.7919],"[0.1828, 0.0253]"
549,ANGPTL6_ligand_receptor_GP,1,1,1,1,['Angptl6'],['Tek'],[0.4535],[0.8502],[0.3478],[0.6522]
600,LTB_ligand_receptor_GP,1,1,1,1,['Ltb'],['Ltbr'],[0.4159],[0.4999],[0.4541],[0.5459]
446,CXCL14_ligand_receptor_GP,1,1,1,1,['Cxcl14'],['Ccr9'],[0.4891],[-0.0045],[0.9908],[0.0092]
601,IL1RAP_ligand_receptor_GP,1,1,1,1,['Il1rap'],['Irak3'],[0.0984],[0.3118],[0.2399],[0.7601]
207,PTN_ligand_receptor_GP,1,1,1,1,['Ptn'],['Cdh10'],[0.6123],[0.3574],[0.6314],[0.3686]
422,ANGPTL2_ligand_receptor_GP,1,1,0,0,['Angptl2'],[],[0.3553],[],[1.0],[]
335,LAMA2_ligand_receptor_GP,1,1,1,1,['Lama2'],['Sv2c'],[0.6091],[-0.1813],[0.7706],[0.2294]
729,CHRD_ligand_receptor_GP,1,1,1,1,['Chrd'],['Bmpr2'],[0.7703],[0.1807],[0.81],[0.19]
25,PDGFB_ligand_receptor_GP,1,1,1,1,['Pdgfb'],['Adgrv1'],[0.9211],[-0.7931],[0.5373],[0.4627]
1326,WNT10A_ligand_targetgenes_GP,1,1,0,0,['Wnt10a'],[],[0.9544],[],[1.0],[]
547,ANGPTL1_ligand_receptor_GP,1,1,0,0,['Angptl1'],[],[0.7819],[],[1.0],[]
462,NRTN_ligand_receptor_GP,1,1,2,2,['Nrtn'],"['Gfra2', 'Ret']",[0.5169],"[0.3835, 0.371]",[0.4066],"[0.3016, 0.2918]"
970,ITGA4_ligand_targetgenes_GP,1,1,1,1,['Itga4'],['Itgal'],[0.8041],[0.4567],[0.6378],[0.3622]
118,FGF14_ligand_receptor_GP,1,1,1,1,['Fgf14'],['Scn11a'],[0.6666],[0.148],[0.8183],[0.1817]
1210,ICAM4_ligand_targetgenes_GP,1,1,0,0,['Icam4'],[],[0.4199],[],[1.0],[]
358,RLN1_ligand_receptor_GP,1,1,1,1,['Rln1'],['Rxfp3'],[-0.4004],[0.8046],[0.3323],[0.6677]
191,PTHLH_ligand_receptor_GP,1,1,1,1,['Pthlh'],['Prlhr'],[0.4806],[0.0028],[0.9942],[0.0058]
272,DPP4_ligand_receptor_GP,1,1,1,1,['Dpp4'],['Ada'],[0.8167],[-0.1846],[0.8157],[0.1843]
166,CALR_ligand_receptor_GP,1,1,1,1,['Calr'],['Scarf1'],[0.01],[1.3828],[0.0072],[0.9928]
70,RLN3_ligand_receptor_GP,1,1,1,1,['Rln3'],['Rxfp3'],[0.1843],[0.5903],[0.2379],[0.7621]
511,CD59_ligand_receptor_GP,0,0,1,1,[],['Stab1'],[],[0.8271],[],[1.0]
706,CGB7_ligand_receptor_GP,0,0,1,1,[],['Lhcgr'],[],[0.4669],[],[1.0]
554,DLL1_ligand_receptor_GP,1,1,1,1,['Dll1'],['Notch3'],[0.6051],[-0.0523],[0.9205],[0.0795]
384,FCN1_ligand_receptor_GP,0,0,1,1,[],['Lrp1'],[],[0.5215],[],[1.0]
488,TRH_ligand_receptor_GP,1,1,1,1,['Trh'],['Trhr'],[1.0746],[-0.0431],[0.9614],[0.0386]
826,NELL2_ligand_receptor_GP,1,1,1,1,['Nell2'],['Robo3'],[1.2663],[0.4338],[0.7448],[0.2552]
107,EPGN_ligand_receptor_GP,1,1,1,1,['Epgn'],['Erbb4'],[-0.135],[1.0506],[0.1139],[0.8861]
193,RLN2_ligand_receptor_GP,0,0,1,1,[],['Rxfp3'],[],[0.1743],[],[1.0]
938,EDA_ligand_targetgenes_GP,1,1,2,2,['Eda'],"['Fst', 'Ctgf']",[0.1897],"[0.6442, -0.0953]",[0.2042],"[0.6932, 0.1026]"
221,WNT8A_ligand_receptor_GP,1,1,1,1,['Wnt8a'],['Fzd4'],[0.4395],[-0.0742],[0.8556],[0.1444]
1349,FLRT2_ligand_targetgenes_GP,1,1,0,0,['Flrt2'],[],[0.9346],[],[1.0],[]
1274,SEMA5A_ligand_targetgenes_GP,1,1,0,0,['Sema5a'],[],[0.5942],[],[1.0],[]
280,EFNA1_ligand_receptor_GP,1,1,1,1,['Efna1'],['Epha10'],[0.9743],[-0.0673],[0.9354],[0.0646]
504,SEMA3C_ligand_receptor_GP,1,1,2,2,['Sema3c'],"['Nrp2', 'Nrp1']",[0.5121],"[-0.2334, -0.1985]",[0.5425],"[0.2473, 0.2102]"
389,COMP_ligand_receptor_GP,1,1,1,1,['Comp'],['Ltbp1'],[-0.0598],[0.584],[0.0929],[0.9071]
