,gp_name,n_source_genes,n_non_zero_source_genes,n_target_genes,n_non_zero_target_genes,gp_source_genes,gp_target_genes,gp_source_genes_weights_sign_corrected,gp_target_genes_weights_sign_corrected,gp_source_genes_importances,gp_target_genes_importances
1087,OSTN_ligand_targetgenes_GP,1,0,236,48,['Ostn'],"['Tcf15', 'Hspb2', 'Otx2', 'Hesx1', 'Hoxa1', 'Ebf1', 'Hoxa5', 'Hoxb1', 'Hoxb4', 'Hoxa2', 'Gata6', 'Meis2', 'Ddah1', 'Osr1', 'Selenop', 'Lmo4', 'Dusp6', 'Rbpms', 'Ptch1', 'Nr2f1', 'Cadm1', 'Fstl1', 'Slc29a1', 'Stard10', 'Lpl', 'Mdk', 'Ntn1', 'Cyr61', 'Pitx2', 'Mcm7', 'Cited2', 'Vcan', 'Bmp2', 'Dll1', 'Id3', 'Ppp1cb', 'Fn1', 'Slc2a1', 'Zeb2', 'Gnas', 'Ddx5', 'Trim63', 'Hoxb8', 'Bin1', 'Ptpn1', 'Sh3bp5', 'Irs4', 'Gfi1b', 'Zbtb20', 'Wnt2b', 'Wfikkn2', 'Vgf', 'Ube2h', 'Txndc12', 'Tspan4', 'Tnfsf10', 'Tnfrsf1a', 'Thra', 'Tgfb3', 'Tet2', 'Tek', 'Tbx4', 'Tbx3', 'Stat3', 'Stab2', 'St5', 'Sp8', 'Sox2', 'Sorl1', 'Socs2', 'Smim22', 'Slc6a12', 'Slc3a2', 'Slc38a3', 'Slc38a2', 'Sgk1', 'Sesn3', 'Sema6d', 'Sema4b', 'Sell', 'Sdk2', 'Sardh', 'Rxra', 'Runx1', 'Rora', 'Rdh8', 'Rasd1', 'Rara', 'Ptprf', 'Ptprd', 'Psen1', 'Prl', 'Prex2', 'Ppm1b', 'Ppargc1a', 'Pou3f2', 'Pmch', 'Plxnc1', 'Pln', 'Plg', 'Pik3ip1', 'Phox2b', 'Pde4d', 'Pcdh1', 'Pak1', 'Ostn', 'Osgin1', 'Nxph1', 'Ntsr2', 'Ntrk3', 'Nrp2', 'Nrg1', 'Nr1d1', 'Nr0b2', 'Npy', 'Npvf', 'Nppb', 'Nppa', 'Notch1', 'Nos3', 'Nmnat2', 'Nfib', 'Nfatc1', 'Ndrg1', 'Nav2', 'Mycn', 'Mstn', 'Mst1', 'Msmp', 'Msmb', 'Mmp13', 'Mgll', 'Met', 'Mat1a', 'Map2k6', 'Lpp', 'Lifr', 'Lhx5', 'Lhx1', 'Lgi1', 'Lef1', 'Lamc2', 'Lag3', 'Kmt2e', 'Klf6', 'Klf2', 'Kcnj5', 'Kalrn', 'Junb', 'Jag1', 'Itgb8', 'Irx4', 'Inhba', 'Il7r', 'Il6st', 'Il12rb1', 'Igsf1', 'Ifnk', 'Id2', 'Id1', 'Icam5', 'Hoxc8', 'Hoxc6', 'Hoxc5', 'Hoxc4', 'Hoxa11', 'Hoxa10', 'Hmox1', 'Hlx', 'Hhex', 'Grhl3', 'Grb7', 'Grap2', 'Gprc5c', 'Gdf15', 'Gabarap', 'Fst', 'Foxg1', 'Flrt3', 'Fli1', 'Fgf9', 'Fgf14', 'Fgf12', 'Fgf10', 'Fbxo32', 'Fbp2', 'Fabp1', 'F10', 'Etv5', 'Esr1', 'Ermn', 'Enpp6', 'Egfr', 'Efna1', 'Efemp1', 'Edn1', 'Dusp4', 'Dusp16', 'Dusp14', 'Dusp1', 'Dpyd', 'Dnajc6', 'Dhrs3', 'Dgat2', 'Ddx17', 'Cyp24a1', 'Ctgf', 'Csrp3', 'Cpn1', 'Clstn1', 'Chd2', 'Chd1', 'Cdx2', 'Cdkn1c', 'Cdkn1a', 'Cd28', 'Ccnd2', 'Ccnd1', 'Cacna1d', 'Bdnf', 'Axin2', 'Atf3', 'Aspg', 'Asb2', 'Art3', 'Ar', 'Apoc3', 'Apoa5', 'Apoa2', 'Angpt2', 'Ahcy', 'Agxt', 'Agrp', 'Adk', 'Adipoq', 'Acaca']",[-0.0],"[0.1917, -0.179, -0.0796, -0.0765, 0.0763, 0.0593, 0.0553, 0.0441, 0.0433, 0.0411, -0.0332, 0.0324, -0.0264, 0.0248, 0.0241, 0.0204, 0.018, -0.0167, 0.0158, 0.015, 0.015, 0.0144, -0.0122, -0.009, -0.008, 0.0063, 0.006, 0.0057, -0.0045, 0.0034, 0.0034, 0.0031, -0.0028, 0.0025, -0.0024, 0.0022, 0.002, -0.0016, 0.0011, 0.0011, 0.0007, -0.0006, 0.0002, 0.0002, 1e-04, 1e-04, -1e-04, -1e-04, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0]",[0.0],"[0.1619, 0.1511, 0.0672, 0.0646, 0.0644, 0.0501, 0.0467, 0.0372, 0.0366, 0.0347, 0.028, 0.0274, 0.0223, 0.021, 0.0204, 0.0172, 0.0152, 0.0141, 0.0133, 0.0127, 0.0127, 0.0121, 0.0103, 0.0076, 0.0067, 0.0053, 0.0051, 0.0048, 0.0038, 0.0029, 0.0029, 0.0026, 0.0023, 0.0021, 0.002, 0.0019, 0.0017, 0.0013, 0.0009, 0.0009, 0.0006, 0.0005, 1e-04, 1e-04, 1e-04, 0.0, 1e-04, 1e-04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
21,NTN1_ligand_receptor_GP,1,1,1,1,['Ntn1'],['Adora2b'],[0.5217],[-0.1586],[0.7669],[0.2331]
365,CLEC1B_ligand_receptor_GP,1,1,1,1,['Clec1b'],['Klrb1'],[1.1603],[0.0122],[0.9896],[0.0104]
639,SFRP2_ligand_receptor_GP,1,1,1,1,['Sfrp2'],['Wnt6'],[0.7334],[-0.4667],[0.6111],[0.3889]
132,FGF20_ligand_receptor_GP,1,1,1,1,['Fgf20'],['Fgfr4'],[0.0661],[0.5359],[0.1098],[0.8902]
416,LGALS1_ligand_receptor_GP,1,1,1,1,['Lgals1'],['Cd69'],[0.5619],[0.2323],[0.7075],[0.2925]
820,IZUMO1_ligand_receptor_GP,1,1,1,1,['Izumo1'],['Izumo1r'],[-0.0147],[0.8979],[0.0161],[0.9839]
755,CRTAM_ligand_receptor_GP,1,1,1,1,['Crtam'],['Ildr2'],[-0.1858],[1.0353],[0.1521],[0.8479]
456,SEMA5A_ligand_receptor_GP,1,1,2,2,['Sema5a'],"['Met', 'Plxnb3']",[0.4647],"[0.9143, -0.1223]",[0.3095],"[0.609, 0.0815]"
151,GHRL_ligand_receptor_GP,1,1,1,1,['Ghrl'],['Gpr39'],[1.1128],[0.3732],[0.7489],[0.2511]
143,ANXA2_ligand_receptor_GP,1,1,1,1,['Anxa2'],['Robo4'],[0.8214],[0.5409],[0.603],[0.397]
1430,CDHR2_ligand_targetgenes_GP,1,1,0,0,['Cdhr2'],[],[0.7973],[],[1.0],[]
296,ANGPT1_ligand_receptor_GP,1,1,2,2,['Angpt1'],"['Itgb5', 'Itgav']",[0.9908],"[0.2287, 0.0317]",[0.7919],"[0.1828, 0.0253]"
133,CEACAM6_ligand_receptor_GP,0,0,1,1,[],['Stab1'],[],[1.2699],[],[1.0]
780,OSTN_ligand_receptor_GP,1,1,1,1,['Ostn'],['Npr3'],[-0.0098],[0.9357],[0.0104],[0.9896]
77,FGF3_ligand_receptor_GP,1,1,1,1,['Fgf3'],['Fgfrl1'],[0.7346],[-0.2538],[0.7432],[0.2568]
48,CXCL6_ligand_receptor_GP,0,0,1,1,[],['Adra2a'],[],[0.186],[],[1.0]
489,CIRBP_ligand_receptor_GP,1,1,1,1,['Cirbp'],['Trem1'],[0.2354],[-0.0335],[0.8754],[0.1246]
78,FAS_ligand_receptor_GP,1,1,1,1,['Fas'],['Il1a'],[1.022],[0.0475],[0.9556],[0.0444]
129,PGF_ligand_receptor_GP,1,1,2,2,['Pgf'],"['Flt1', 'Kdr']",[0.909],"[0.6509, 0.4267]",[0.4576],"[0.3276, 0.2148]"
29,LGALS3_ligand_receptor_GP,1,1,1,1,['Lgals3'],['Lag3'],[0.8622],[-0.0075],[0.9913],[0.0087]
2,FYN_ligand_receptor_GP,1,1,1,1,['Fyn'],['Mapk7'],[0.3469],[0.1349],[0.7199],[0.2801]
679,IFNL1_ligand_receptor_GP,0,0,2,2,[],"['Ifnlr1', 'Il10rb']",[],"[0.6355, 0.0191]",[],"[0.9709, 0.0291]"
447,AGRP_ligand_receptor_GP,1,1,1,1,['Agrp'],['Atrn'],[0.2766],[0.0259],[0.9143],[0.0857]
1064,EDN3_ligand_targetgenes_GP,1,1,2,2,['Edn3'],"['Edn1', 'Ednrb']",[-0.6581],"[0.9358, 0.2411]",[0.3587],"[0.51, 0.1314]"
426,FNDC5_ligand_receptor_GP,1,1,1,1,['Fndc5'],['Itgav'],[0.4649],[0.1214],[0.793],[0.207]
4,KL_ligand_receptor_GP,1,1,1,1,['Kl'],['Fgfr4'],[0.027],[0.2971],[0.0834],[0.9166]
351,IL11_ligand_receptor_GP,1,1,1,1,['Il11'],['Il6st'],[0.2028],[0.2638],[0.4347],[0.5653]
585,CLDN14_ligand_receptor_GP,1,1,1,1,['Cldn14'],['Cldn16'],[0.5024],[0.2794],[0.6426],[0.3574]
1282,SLIT1_ligand_targetgenes_GP,1,1,2,2,['Slit1'],"['Axin2', 'Ccnd1']",[0.5734],"[0.5761, 0.1893]",[0.4283],"[0.4303, 0.1414]"
673,COMPLEX:LAMA5_LAMB1_LAMC1_ligand_receptor_GP,0,0,2,2,[],"['Itga6', 'Itgb1']",[],"[0.2562, 0.0487]",[],"[0.8402, 0.1598]"
231,WNT8B_ligand_receptor_GP,1,1,1,1,['Wnt8b'],['Fzd4'],[0.8112],[-0.2992],[0.7306],[0.2694]
649,RSPO4_ligand_receptor_GP,1,1,2,2,['Rspo4'],"['Lgr5', 'Lrp6']",[-0.1351],"[0.7022, 0.1337]",[0.1392],"[0.7231, 0.1377]"
1280,SERPING1_ligand_targetgenes_GP,1,1,0,0,['Serping1'],[],[0.3754],[],[1.0],[]
763,NLGN2_ligand_receptor_GP,1,1,1,1,['Nlgn2'],['Nrxn1'],[0.2572],[-0.1843],[0.5826],[0.4174]
805,EFEMP2_ligand_receptor_GP,1,1,1,1,['Efemp2'],['Lingo1'],[0.9609],[-0.2208],[0.8132],[0.1868]
506,SEMA3B_ligand_receptor_GP,1,1,1,1,['Sema3b'],['Plxna4'],[0.4174],[-0.4148],[0.5016],[0.4984]
1232,LAMB1_ligand_targetgenes_GP,1,1,0,0,['Lamb1'],[],[0.3307],[],[1.0],[]
1316,INSL6_ligand_targetgenes_GP,1,1,0,0,['Insl6'],[],[0.2632],[],[1.0],[]
1400,CELSR1_ligand_targetgenes_GP,1,1,2,2,['Celsr1'],"['Greb1', 'Rara']",[0.6763],"[0.6035, 0.1949]",[0.4586],"[0.4093, 0.1321]"
931,CD70_ligand_targetgenes_GP,1,1,2,2,['Cd70'],"['Ifng', 'Il2']",[0.5804],"[0.1409, -0.1334]",[0.679],"[0.1649, 0.1561]"
713,SHANK2_ligand_receptor_GP,1,1,1,1,['Shank2'],['Adgrl2'],[0.3306],[0.4217],[0.4394],[0.5606]
228,RSPO1_ligand_receptor_GP,1,1,1,1,['Rspo1'],['Rnf43'],[0.69],[-0.3968],[0.6349],[0.3651]
524,SEMA3F_ligand_receptor_GP,1,1,2,2,['Sema3f'],"['Nrp2', 'Plxna4']",[0.8029],"[0.0499, 0.024]",[0.9157],"[0.0569, 0.0274]"
373,MDK_ligand_receptor_GP,1,1,1,1,['Mdk'],['Tspan1'],[0.0279],[1.1018],[0.0247],[0.9753]
463,PSPN_ligand_receptor_GP,1,1,2,2,['Pspn'],"['Ret', 'Gfra4']",[-0.0143],"[0.5643, 0.0452]",[0.0229],"[0.9047, 0.0725]"
629,COMPLEX:APP_BACE1_ligand_receptor_GP,0,0,1,1,[],['Tnfrsf21'],[],[0.3699],[],[1.0]
154,DDR1_ligand_receptor_GP,1,1,1,1,['Ddr1'],['Tm4sf1'],[-0.6878],[1.125],[0.3794],[0.6206]
547,ANGPTL1_ligand_receptor_GP,1,1,0,0,['Angptl1'],[],[0.7819],[],[1.0],[]
1298,NRXN1_ligand_targetgenes_GP,1,1,0,0,['Nrxn1'],[],[0.3429],[],[1.0],[]
844,PPBP_ligand_targetgenes_GP,1,1,2,2,['Ppbp'],"['Vegfd', 'Vegfc']",[-0.479],"[0.8353, 0.7569]",[0.2313],"[0.4033, 0.3655]"
769,NPFF_ligand_receptor_GP,1,1,1,1,['Npff'],['Npffr1'],[-0.0214],[0.4458],[0.0459],[0.9541]
598,GPHB5_ligand_receptor_GP,1,1,1,1,['Gphb5'],['Tshr'],[-0.0276],[0.3237],[0.0787],[0.9213]
556,CSHL1_ligand_receptor_GP,0,0,1,1,[],['Prlr'],[],[0.2248],[],[1.0]
376,LGALS9_ligand_receptor_GP,1,1,1,1,['Lgals9'],['Colec12'],[-0.6229],[0.7112],[0.4669],[0.5331]
459,COPA_ligand_receptor_GP,1,1,1,1,['Copa'],['P2ry6'],[0.047],[0.4573],[0.0932],[0.9068]
496,CLDN3_ligand_receptor_GP,1,1,1,1,['Cldn3'],['Cldn1'],[0.9901],[-0.8453],[0.5394],[0.4606]
1383,DSG2_ligand_targetgenes_GP,1,1,0,0,['Dsg2'],[],[1.1726],[],[1.0],[]
974,PVR_ligand_targetgenes_GP,1,1,0,0,['Pvr'],[],[0.6325],[],[1.0],[]
759,IGSF10_ligand_receptor_GP,1,1,0,0,['Igsf10'],[],[0.2423],[],[1.0],[]
786,COMPLEX:IL12A_IL12B_ligand_receptor_GP,0,0,2,2,[],"['Il12rb2', 'Il12rb1']",[],"[0.2703, 0.1395]",[],"[0.6596, 0.3404]"
900,VEGFB_ligand_targetgenes_GP,1,1,1,1,['Vegfb'],['Pla2g4a'],[-0.0684],[0.7079],[0.0881],[0.9119]
1297,ICOSLG_ligand_targetgenes_GP,0,0,1,1,[],['Il10'],[],[0.4588],[],[1.0]
241,CKLF_ligand_receptor_GP,1,1,1,1,['Cklf'],['Ccr4'],[-0.0326],[0.3177],[0.093],[0.907]
812,NPTX2_ligand_receptor_GP,1,1,1,1,['Nptx2'],['Nptxr'],[0.9735],[-0.0662],[0.9363],[0.0637]
229,RSPO3_ligand_receptor_GP,1,1,1,1,['Rspo3'],['Rnf43'],[0.0652],[0.5551],[0.1051],[0.8949]
450,ANOS1_ligand_receptor_GP,0,0,1,1,[],['Fgfr1'],[],[0.2203],[],[1.0]
528,ANGPT2_ligand_receptor_GP,1,1,2,2,['Angpt2'],"['Itga5', 'Itgb1']",[1.0128],"[0.4588, 0.234]",[0.5938],"[0.269, 0.1372]"
801,CLEC4G_ligand_receptor_GP,1,1,1,1,['Clec4g'],['Lag3'],[0.0225],[0.6073],[0.0358],[0.9642]
1207,HLA-E_ligand_targetgenes_GP,0,0,1,1,[],['Vcam1'],[],[0.618],[],[1.0]
665,HHIP_ligand_receptor_GP,1,1,2,2,['Hhip'],"['Ptch2', 'Smo']",[0.5139],"[0.304, 0.2122]",[0.4989],"[0.2951, 0.206]"
155,FGFR4_ligand_receptor_GP,1,1,1,1,['Fgfr4'],['Siglec15'],[0.7348],[0.0322],[0.9581],[0.0419]
49,CXCL8_ligand_receptor_GP,0,0,1,1,[],['Lpar2'],[],[0.7573],[],[1.0]
482,DRAXIN_ligand_receptor_GP,1,1,1,1,['Draxin'],['Wnt6'],[0.4676],[-0.3647],[0.5618],[0.4382]
462,NRTN_ligand_receptor_GP,1,1,2,2,['Nrtn'],"['Gfra2', 'Ret']",[0.5169],"[0.3835, 0.371]",[0.4066],"[0.3016, 0.2918]"
500,CD5L_ligand_receptor_GP,1,1,1,1,['Cd5l'],['Cd5'],[0.2745],[0.1053],[0.7227],[0.2773]
302,CCK_ligand_receptor_GP,1,1,1,1,['Cck'],['Cckar'],[0.8424],[-0.7186],[0.5396],[0.4604]
672,COMPLEX:LAMA4_LAMB1_LAMC1_ligand_receptor_GP,0,0,2,2,[],"['Itga6', 'Itgb1']",[],"[0.3494, 0.05]",[],"[0.8749, 0.1251]"
226,WNT2_ligand_receptor_GP,1,1,1,1,['Wnt2'],['Fzd4'],[0.8034],[0.2046],[0.797],[0.203]
31,FRS3_ligand_receptor_GP,1,1,1,1,['Frs3'],['Fgfr1'],[0.1078],[0.408],[0.2091],[0.7909]
267,FST_ligand_receptor_GP,1,1,1,1,['Fst'],['Bmpr2'],[0.6822],[-0.1],[0.8722],[0.1278]
970,ITGA4_ligand_targetgenes_GP,1,1,1,1,['Itga4'],['Itgal'],[0.8041],[0.4567],[0.6378],[0.3622]
663,PROK2_ligand_receptor_GP,1,1,1,1,['Prok2'],['Prokr2'],[0.4695],[-0.2028],[0.6983],[0.3017]
408,ANGPTL4_ligand_receptor_GP,1,1,1,1,['Angptl4'],['Gpihbp1'],[0.3966],[0.2841],[0.5826],[0.4174]
8,CALML3_ligand_receptor_GP,1,1,1,1,['Calml3'],['Adcy3'],[0.2258],[0.1158],[0.661],[0.339]
485,CLDN1_ligand_receptor_GP,1,1,1,1,['Cldn1'],['Mmp2'],[1.0794],[0.3139],[0.7747],[0.2253]
1416,AMIGO1_ligand_targetgenes_GP,1,1,0,0,['Amigo1'],[],[0.2401],[],[1.0],[]
32,S100A1_ligand_receptor_GP,1,1,1,1,['S100a1'],['Trpm3'],[0.6117],[-0.3237],[0.6539],[0.3461]
706,CGB7_ligand_receptor_GP,0,0,1,1,[],['Lhcgr'],[],[0.4669],[],[1.0]
191,PTHLH_ligand_receptor_GP,1,1,1,1,['Pthlh'],['Prlhr'],[0.4806],[0.0028],[0.9942],[0.0058]
686,SNX14_ligand_receptor_GP,1,1,1,1,['Snx14'],['Htr6'],[0.1417],[0.164],[0.4636],[0.5364]
589,APOD_ligand_receptor_GP,1,1,1,1,['Apod'],['Lepr'],[0.6999],[0.0078],[0.9889],[0.0111]
1137,ADAM12_ligand_targetgenes_GP,1,1,0,0,['Adam12'],[],[0.7619],[],[1.0],[]
1420,CELSR3_ligand_targetgenes_GP,1,1,0,0,['Celsr3'],[],[0.29],[],[1.0],[]
330,LAMC1_ligand_receptor_GP,1,1,1,1,['Lamc1'],['Sv2c'],[0.6717],[-0.138],[0.8296],[0.1704]
709,COMPLEX:LTA_LTB_ligand_receptor_GP,0,0,1,1,[],['Ltbr'],[],[0.6348],[],[1.0]
832,ENHO_ligand_receptor_GP,1,1,1,1,['Enho'],['Gpr19'],[0.5728],[0.6188],[0.4807],[0.5193]
650,CER1_ligand_receptor_GP,1,1,1,1,['Cer1'],['Mrc2'],[0.8048],[0.0393],[0.9535],[0.0465]
800,SLIT3_ligand_receptor_GP,1,1,1,1,['Slit3'],['Robo1'],[-0.4008],[0.4379],[0.4778],[0.5222]
853,XCL2_ligand_targetgenes_GP,0,0,1,1,[],['Epb42'],[],[0.847],[],[1.0]
80,NRG1_ligand_receptor_GP,1,1,1,1,['Nrg1'],['Neto2'],[0.8308],[0.109],[0.8841],[0.1159]
1250,NTNG1_ligand_targetgenes_GP,1,1,1,1,['Ntng1'],['Ptgs2'],[0.4934],[-0.1359],[0.784],[0.216]
516,CNTN1_ligand_receptor_GP,1,1,1,1,['Cntn1'],['Fcgrt'],[0.0494],[0.4934],[0.091],[0.909]
339,NTF4_ligand_receptor_GP,0,0,1,1,[],['Ntrk3'],[],[0.1443],[],[1.0]
